Rank,Job,Link,Astrologian,Bard,BlackMage,DarkKnight,Dragoon,Machinist,Monk,Ninja,Paladin,Scholar,Summoner,Warrior,WhiteMage,Red Mage,Samurai,Dancer,Gunbreaker,Reaper,Sage,TotalDPS,TotalTime,P1DPS,P1Time,P2DPS,P2Time,P3DPS,P3Time,P4DPS,P4Time,P5DPS,P5Time,P6DPS,P6Time
890,Machinist,https://www.fflogs.com/reports/M9KZCdXxjTNLywPQ#fight=13&type=damage-done,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,11048.2,1139.6s,10122.9,127.9s,11560.1,142.2s,10939.4,188.9s,9733.5,71.7s,12232.6,285.9s,10971.2,323.0s
891,BlackMage,https://www.fflogs.com/reports/Ygd9DVWvzb3FMGH7#fight=18&type=damage-done,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,11047.9,1143.4s,10177.8,129.7s,11955.7,143.7s,9949.6,193.6s,12687.6,71.6s,12349.0,285.9s,10698.8,319.0s
892,Ninja,https://www.fflogs.com/reports/pVF48G9DywQbCcqB#fight=30&type=damage-done,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,11047.8,1143.4s,10678.3,130.8s,11277.8,141.9s,11413.7,190.5s,9513.4,71.6s,12126.2,286.0s,10651.0,322.6s
893,Samurai,https://www.fflogs.com/reports/xg2hFQTtMZcHC6Nv#fight=6&type=damage-done,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,11047.2,1140.2s,9898.3,128.5s,11222.7,143.7s,10901.4,191.5s,10938.9,71.6s,12249.2,286.0s,10985.8,318.9s
894,Summoner,https://www.fflogs.com/reports/QB4YCm8bJgNGdwnx#fight=13&type=damage-done,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,11047.1,1142.6s,9983.5,128.3s,12596.7,144.5s,9939.5,192.0s,11749.0,71.6s,12352.7,286.0s,10695.7,320.2s
895,Dancer,https://www.fflogs.com/reports/mFHDgtrXLRCbaz3N#fight=11&type=damage-done,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,11046.9,1140.1s,10055.3,127.7s,11958.8,142.2s,10855.2,192.3s,8189.2,71.6s,12740.0,286.0s,10923.6,320.3s
896,Summoner,https://www.fflogs.com/reports/cMTP9Ly1AN4Dw26k#fight=8&type=damage-done,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,11046.7,1145.4s,9599.6,130.6s,12041.9,143.0s,11165.6,190.9s,10156.1,71.6s,11859.1,286.0s,11002.4,323.3s
897,Summoner,https://www.fflogs.com/reports/QTWZHhxRGz3wrnVX#fight=14&type=damage-done,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,11046.6,1131.8s,10257.8,127.5s,12455.1,140.5s,11012.7,188.3s,10167.0,71.6s,11433.2,286.0s,10821.3,317.9s
898,Dancer,https://www.fflogs.com/reports/YV2H6Lm1dzRCW3xg#fight=24&type=damage-done,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,11046.6,1135.4s,9984.0,126.4s,11138.2,142.2s,11201.3,190.8s,8584.4,71.5s,12424.1,286.1s,11185.6,318.2s
899,Samurai,https://www.fflogs.com/reports/b9BXhVxmynpYJ82W#fight=6&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,11046.6,1145.9s,10596.4,129.9s,11578.7,144.0s,10653.0,193.8s,11950.1,71.6s,11518.6,286.0s,10832.0,320.6s
900,Summoner,https://www.fflogs.com/reports/tVDxBaXzrwW81TNj#fight=9&type=damage-done,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,11046.1,1140.9s,10374.3,129.4s,11411.3,141.9s,10094.9,190.1s,11479.2,71.6s,12482.5,286.1s,10913.2,321.7s
901,Summoner,https://www.fflogs.com/reports/adHqwm3pC7gztvYQ#fight=6&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,11045.9,1143.4s,9803.8,129.1s,11631.6,143.2s,10747.6,191.0s,10495.9,71.6s,12258.2,286.1s,11032.1,322.4s
902,Ninja,https://www.fflogs.com/reports/zkK8dGH1h4NVC632#fight=8&type=damage-done,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,11044.8,1145.8s,10236.9,130.2s,11611.4,143.9s,11440.6,191.2s,8731.7,71.6s,12516.7,286.0s,10643.8,323.0s
903,RedMage,https://www.fflogs.com/reports/r3pLFHdnPAGzc7qB#fight=54&type=damage-done,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,11043.4,1142.3s,10851.8,128.5s,11300.0,144.6s,11124.4,189.2s,10296.0,71.6s,11200.2,286.0s,11045.9,322.5s
904,Machinist,https://www.fflogs.com/reports/m2q1DAVyY4QCBzjR#fight=5&type=damage-done,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,11043.1,1130.4s,9939.1,126.9s,11543.6,134.9s,10194.8,192.1s,10943.8,71.6s,12743.6,286.1s,10979.3,318.9s
905,RedMage,https://www.fflogs.com/reports/vdctbr7A8QLwDmJx#fight=7&type=damage-done,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,11042.7,1140.5s,9490.2,129.5s,11199.7,144.9s,10843.8,189.2s,10960.0,71.6s,12879.5,286.0s,10869.4,319.3s
906,Summoner,https://www.fflogs.com/reports/YF2mQZB3fCqrVa8t#fight=3&type=damage-done,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,11042.0,1139.2s,9989.9,128.3s,11743.7,141.9s,11685.9,190.9s,9817.3,71.7s,12131.6,285.9s,10530.1,320.5s
907,BlackMage,https://www.fflogs.com/reports/zPqxfmC7khW8jKXR#fight=3&type=damage-done,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,11041.6,1144.0s,10724.5,129.3s,10944.3,143.3s,11183.8,193.5s,12441.8,71.6s,11929.6,285.9s,10381.6,320.4s
908,Bard,https://www.fflogs.com/reports/a:Y7CRkxyJaTKX8zPZ#fight=12&type=damage-done,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,11041.0,1131.1s,9517.5,126.7s,11591.0,139.0s,10117.7,190.9s,13241.3,71.5s,11863.3,286.1s,11191.1,316.9s
909,Ninja,https://www.fflogs.com/reports/3mHCVGKXrWjbJDpd#fight=21&type=damage-done,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,11039.6,1147.5s,10429.0,129.3s,10892.3,144.9s,10365.2,192.7s,12360.9,71.6s,12301.8,286.0s,10853.5,323.1s
910,Summoner,https://www.fflogs.com/reports/fHtnWFJRT3k6MzZX#fight=2&type=damage-done,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,11039.0,1146.4s,10402.9,129.3s,11546.6,144.8s,10835.4,192.2s,10306.3,71.5s,12657.8,286.1s,10526.8,322.4s
911,Summoner,https://www.fflogs.com/reports/x84CKZM72G1XwhWr#fight=8&type=damage-done,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,11038.9,1143.8s,10555.7,126.0s,11651.2,145.4s,10480.4,193.2s,10128.0,71.5s,12677.9,285.9s,10641.4,321.8s
912,Summoner,https://www.fflogs.com/reports/Xmv8FyDwKPdLWqCM#fight=1&type=damage-done,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,11038.8,1146.4s,10710.4,130.9s,11077.6,144.6s,10429.1,192.4s,10296.6,71.6s,12568.4,286.0s,10875.7,320.9s
913,Bard,https://www.fflogs.com/reports/HMmQ6ZNfx8DbXqvr#fight=4&type=damage-done,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,11037.4,1137.9s,9436.1,128.6s,10991.0,142.1s,11952.1,190.3s,8025.6,71.6s,11860.9,286.1s,11468.8,319.3s
914,Summoner,https://www.fflogs.com/reports/tCjFTxV3PMzvYK9d#fight=15&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,11037.2,1143.1s,10021.0,130.0s,12375.6,144.1s,10568.9,190.7s,9267.3,71.8s,12803.6,286.0s,10642.6,320.4s
915,Dancer,https://www.fflogs.com/reports/XfBrQT1bFWVwqLCY#fight=4&type=damage-done,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,11035.9,1145.8s,9659.2,129.7s,11448.4,143.1s,11194.2,193.5s,8366.2,71.7s,12978.4,286.0s,10937.4,321.8s
916,Summoner,https://www.fflogs.com/reports/Bh8YFcW7CNGjTpt6#fight=20&type=damage-done,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,11035.8,1145.4s,9840.1,129.8s,12130.6,144.9s,10343.7,191.9s,12268.6,71.5s,11905.4,286.0s,10830.1,321.3s
917,Summoner,https://www.fflogs.com/reports/HDNVzg2RJcj7tq1A#fight=6&type=damage-done,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,11033.9,1146.4s,9890.4,130.6s,11411.9,142.8s,10720.5,192.8s,10595.7,71.6s,12102.3,286.0s,11134.1,322.6s
918,Summoner,https://www.fflogs.com/reports/wKqBVgAmrR6phz24#fight=5&type=damage-done,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,11033.7,1141.7s,10274.0,128.9s,10722.0,143.5s,11217.2,192.2s,10535.6,71.6s,12114.0,286.1s,10943.7,319.4s
919,Samurai,https://www.fflogs.com/reports/x84CKZM72G1XwhWr#fight=8&type=damage-done,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,11033.3,1143.8s,10415.5,126.0s,10724.0,145.4s,10379.4,193.2s,12639.9,71.5s,11940.7,285.9s,11035.2,321.8s
920,Summoner,https://www.fflogs.com/reports/M9KZCdXxjTNLywPQ#fight=13&type=damage-done,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,11032.8,1139.6s,9911.2,127.9s,11875.2,142.2s,11592.7,188.9s,10972.6,71.7s,12054.8,285.9s,10348.4,323.0s
921,Summoner,https://www.fflogs.com/reports/Qr8BbyLFGHfnVAWN#fight=4&type=damage-done,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,11032.4,1146.0s,10202.6,128.8s,11499.6,144.6s,9720.3,192.3s,12803.3,71.6s,12270.7,285.9s,10984.0,322.8s
922,Ninja,https://www.fflogs.com/reports/2qMJhzHZtFfwQN6n#fight=20&type=damage-done,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,11031.3,1143.1s,10563.5,127.0s,10633.9,144.7s,11240.6,191.1s,8638.7,71.6s,12192.7,286.1s,11168.8,322.6s
923,BlackMage,https://www.fflogs.com/reports/KDYMtkR1HvCgBFV7#fight=14&type=damage-done,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,11031.0,1143.6s,10618.9,129.4s,11461.4,141.9s,10680.2,191.5s,12285.4,71.6s,12146.1,286.0s,10399.5,323.2s
924,Machinist,https://www.fflogs.com/reports/cqfDakMbdXmJNtV9#fight=1&type=damage-done,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,10998.5,1140.9s,9802.2,126.7s,11270.2,144.3s,11133.0,189.5s,11308.1,71.6s,12197.6,286.1s,10659.7,322.7s
925,Monk,https://www.fflogs.com/reports/CHcP2aZkhgvyDBTA#fight=6&type=damage-done,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,11030.8,1132.5s,10206.5,130.6s,12135.9,136.3s,11176.4,187.3s,8062.3,71.6s,12165.4,286.0s,10903.6,320.7s
926,Summoner,https://www.fflogs.com/reports/QZ4A9nd13jGy6vk8#fight=25&type=damage-done,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,11030.7,1142.5s,10285.2,129.5s,11424.2,142.6s,10608.3,191.9s,11807.6,71.6s,12290.8,286.1s,10636.0,320.9s
927,Ninja,https://www.fflogs.com/reports/tCjFTxV3PMzvYK9d#fight=15&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,11029.9,1143.1s,10344.4,130.0s,11152.8,144.1s,11374.5,190.7s,8693.7,71.8s,12907.4,286.0s,10576.2,320.4s
928,Ninja,https://www.fflogs.com/reports/wbfDBQYC7FztPJTg#fight=5&type=damage-done,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,11028.8,1144.3s,9978.1,129.2s,10610.9,143.0s,10559.6,192.9s,10510.4,71.6s,13206.3,286.1s,10931.0,321.6s
929,Dancer,https://www.fflogs.com/reports/FtNW7Cjqp3Acnkrb#fight=11&type=damage-done,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,11027.8,1141.9s,9587.1,129.0s,11678.8,142.3s,11182.8,190.0s,9178.7,71.5s,12824.5,285.9s,10769.7,323.2s
930,Dancer,https://www.fflogs.com/reports/8zZN1Jfyjg74ntP3#fight=9&type=damage-done,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,11027.6,1138.8s,9061.1,129.8s,11417.4,143.3s,12095.2,191.7s,8114.4,71.5s,12637.0,286.1s,10910.3,316.4s
931,Summoner,https://www.fflogs.com/reports/G4n6BPTqYtJz1V7h#fight=47&type=damage-done,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,11026.4,1143.3s,10268.3,127.6s,12134.6,144.6s,10112.2,193.3s,10332.4,71.6s,12526.9,286.0s,10791.4,320.3s
932,Samurai,https://www.fflogs.com/reports/dVk9Fa6PNvW2XfTb#fight=112&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,11026.4,1145.1s,10858.2,128.4s,10692.7,143.6s,11247.3,192.2s,9523.3,71.5s,12327.7,286.0s,10729.9,323.5s
933,Summoner,https://www.fflogs.com/reports/a:QBV81x2C3N4Xjpcg#fight=23&type=damage-done,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,11026.2,1138.8s,9494.5,129.6s,11886.0,142.7s,10541.6,191.6s,10456.4,71.6s,12755.2,286.1s,10873.1,317.1s
934,Samurai,https://www.fflogs.com/reports/CJt4fFTpxNXybkRd#fight=29&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,11025.4,1146.4s,10680.0,131.1s,10729.7,143.0s,11201.6,191.9s,9643.7,71.5s,12379.3,286.0s,10773.0,322.9s
935,Samurai,https://www.fflogs.com/reports/PzGLrXQkpvg2Dcn4#fight=39&type=damage-done,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,11024.6,1142.5s,10571.9,128.2s,11568.7,144.5s,10039.6,191.4s,11231.6,71.7s,11859.5,286.0s,11100.3,320.8s
936,Summoner,https://www.fflogs.com/reports/fzD6mGb4WyLhcCYa#fight=2&type=damage-done,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,11024.3,1143.6s,9584.7,130.4s,11977.9,144.3s,10951.5,191.2s,10352.7,71.6s,12022.1,286.0s,10956.4,320.2s
937,Ninja,https://www.fflogs.com/reports/6Nc8FAnLZQwzj721#fight=9&type=damage-done,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,11023.0,1145.8s,10488.4,130.0s,11231.7,144.4s,10755.6,193.0s,9465.1,71.6s,12026.3,286.0s,11135.2,320.7s
938,Dancer,https://www.fflogs.com/reports/PKY4tBXQwpgdzJGx#fight=4&type=damage-done,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,11021.8,1134.4s,9719.9,129.6s,10803.5,140.4s,11374.9,190.1s,9556.1,71.6s,12523.6,286.0s,11029.4,316.7s
939,Summoner,https://www.fflogs.com/reports/1nbQGZWv2L4p7jTh#fight=29&type=damage-done,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,11021.3,1144.9s,9932.8,129.4s,11914.8,144.5s,10194.6,192.8s,12276.7,71.5s,12113.0,285.9s,10809.8,320.8s
940,Summoner,https://www.fflogs.com/reports/f4z2wJDmFdWBLkZN#fight=16&type=damage-done,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,11020.3,1130.0s,10003.7,128.9s,12494.5,136.4s,11435.8,187.0s,9660.6,71.6s,11443.5,286.0s,10724.2,320.1s
941,Machinist,https://www.fflogs.com/reports/3ZQhacJg6n9zrvXR#fight=2&type=damage-done,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,11019.8,1140.8s,10258.7,129.3s,10416.9,143.6s,11371.2,190.9s,10847.4,71.6s,11969.1,286.1s,10963.1,319.3s
942,Summoner,https://www.fflogs.com/reports/FzvJmaNgBMT9QhYf#fight=51&type=damage-done,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,11019.1,1141.0s,10024.1,129.5s,11372.0,144.5s,11077.6,189.0s,9788.4,71.6s,12362.3,286.0s,10843.4,320.4s
943,Summoner,https://www.fflogs.com/reports/6RYkf8ZhBXcQ9qdT#fight=18&type=damage-done,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,11017.5,1136.3s,9553.9,129.1s,12006.2,141.7s,11488.6,188.7s,9385.8,71.6s,12518.1,286.0s,10554.6,319.4s
944,Summoner,https://www.fflogs.com/reports/txRPVbMhpQ4m9wna#fight=5&type=damage-done,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,11017.4,1147.7s,10336.0,129.8s,12081.8,144.9s,10333.4,193.3s,10948.0,71.6s,11876.9,285.9s,10847.7,322.3s
945,Samurai,https://www.fflogs.com/reports/Cj9xYhkRadzDmHgw#fight=8&type=damage-done,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,11015.4,1134.7s,10641.4,128.2s,11272.3,141.9s,10588.2,189.4s,12349.3,71.6s,11349.3,285.9s,10880.2,317.6s
946,Summoner,https://www.fflogs.com/reports/pw2bZgrBMYJWAny9#fight=20&type=damage-done,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,11015.2,1147.7s,9535.9,129.5s,12095.9,144.5s,10841.1,194.3s,9311.1,71.5s,12178.5,286.0s,11092.4,321.9s
947,Bard,https://www.fflogs.com/reports/pQ9CR8NrnzLthJ7B#fight=51&type=damage-done,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,11014.9,1140.9s,9441.2,130.7s,11043.3,141.9s,11545.4,190.7s,8390.9,71.7s,12153.1,286.0s,11390.1,320.0s
948,Machinist,https://www.fflogs.com/reports/kVZGw9mHjacbgfJQ#fight=6&type=damage-done,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,10995.4,1142.5s,10005.0,126.3s,10697.7,145.7s,10892.1,190.4s,10261.2,71.6s,12020.0,286.1s,11253.3,322.4s
949,Machinist,https://www.fflogs.com/reports/2qMJhzHZtFfwQN6n#fight=20&type=damage-done,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,11013.6,1143.1s,10619.2,127.0s,10709.7,144.7s,10901.7,191.1s,10399.6,71.6s,11893.5,286.1s,11051.9,322.6s
950,Machinist,https://www.fflogs.com/reports/wZLnzfV7xBdWQyjb#fight=12&type=damage-done,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,11013.6,1149.3s,10180.5,130.4s,11296.8,144.5s,10297.2,193.4s,11300.1,71.6s,12313.7,286.0s,10969.3,323.5s
951,RedMage,https://www.fflogs.com/reports/9GcRAXWd83NK6CHh#fight=59&type=damage-done,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,11013.4,1143.4s,10340.2,128.5s,11696.0,144.2s,10629.4,193.3s,11341.3,71.5s,11744.2,285.9s,10810.3,319.9s
952,Summoner,https://www.fflogs.com/reports/mBc7qKQbfF286yWZ#fight=3&type=damage-done,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,11013.4,1142.5s,10203.1,129.1s,11730.5,144.4s,10667.7,189.2s,10318.4,71.7s,12468.5,285.9s,10657.5,322.3s
953,BlackMage,https://www.fflogs.com/reports/PgWMJA8qjbnarF1h#fight=24&type=damage-done,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,11013.2,1134.6s,10763.8,126.6s,11904.9,141.7s,10247.4,190.2s,11609.4,71.5s,11797.8,286.0s,10655.8,318.5s
954,Machinist,https://www.fflogs.com/reports/tkG84Z2NbwYzvRmx#fight=12&type=damage-done,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,11010.9,1144.7s,10056.0,129.9s,11362.6,144.6s,10403.5,192.3s,9875.8,71.6s,12233.7,286.0s,11262.5,320.3s
955,Summoner,https://www.fflogs.com/reports/6Nc8FAnLZQwzj721#fight=9&type=damage-done,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,11010.8,1145.8s,9877.8,130.0s,11888.5,144.4s,10862.6,193.0s,10176.7,71.6s,11612.7,286.0s,11118.6,320.7s
956,Samurai,https://www.fflogs.com/reports/JqZ4nYDQMKNc7fTH#fight=7&type=damage-done,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,11010.5,1143.4s,10490.5,129.4s,10635.8,143.9s,10558.9,193.1s,10794.3,71.6s,11785.9,286.0s,11325.3,319.5s
957,Summoner,https://www.fflogs.com/reports/TGx48F1B9JDdRcqg#fight=9&type=damage-done,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,11010.4,1145.3s,10716.7,128.7s,11734.1,144.6s,10729.6,193.0s,9978.5,71.6s,11570.3,286.0s,10917.0,321.4s
958,Dragoon,https://www.fflogs.com/reports/dFvhJRAb4GBjWacT#fight=3&type=damage-done,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,11009.3,1148.1s,10327.8,130.4s,11404.6,142.6s,10846.8,194.7s,9714.0,71.6s,12090.6,286.1s,10956.8,322.7s
959,Summoner,https://www.fflogs.com/reports/4vgadQRf9bq1mtxX#fight=34&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,11008.9,1143.0s,10161.7,128.0s,12312.4,143.2s,9834.8,192.6s,12066.6,71.6s,12007.6,286.0s,10801.7,321.6s
960,Machinist,https://www.fflogs.com/reports/L41zh9ypFxZYTgdG#fight=1&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,11008.8,1146.8s,9659.1,129.2s,11110.7,145.0s,11115.9,193.0s,10447.0,71.6s,12871.1,285.9s,10665.7,322.1s
961,Ninja,https://www.fflogs.com/reports/xFGWrBqThLj6QYHw#fight=19&type=damage-done,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,11007.8,1145.2s,10516.5,129.9s,11932.2,144.9s,10862.0,194.2s,9427.4,71.7s,11471.6,286.1s,11007.8,318.4s
962,Samurai,https://www.fflogs.com/reports/My8cThmRHWFxCBDP#fight=2&type=damage-done,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,11007.7,1144.0s,10886.3,128.6s,11118.4,144.0s,10073.2,192.9s,12535.9,71.6s,11494.0,286.1s,11002.6,320.9s
963,BlackMage,https://www.fflogs.com/reports/pvg1DWkn6BNy3fjL#fight=32&type=damage-done,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,11007.7,1142.8s,10295.4,128.6s,11496.5,144.2s,10859.4,192.3s,11233.1,71.6s,11712.4,285.9s,10800.4,320.3s
964,Dancer,https://www.fflogs.com/reports/FDd6fGqbLXThRCWM#fight=6&type=damage-done,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,11007.5,1143.5s,9249.2,128.3s,11266.3,143.6s,11081.0,193.4s,7927.1,71.6s,13162.1,286.0s,11171.0,320.5s
965,Machinist,https://www.fflogs.com/reports/pvg1DWkn6BNy3fjL#fight=32&type=damage-done,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,10991.1,1142.8s,9797.0,128.6s,10867.9,144.2s,10852.1,192.3s,10662.4,71.6s,12068.2,285.9s,11191.7,320.3s
966,Summoner,https://www.fflogs.com/reports/2QRp4KryGcqdVNgP#fight=9&type=damage-done,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,11005.9,1145.0s,10336.1,131.1s,11184.6,143.8s,11023.5,190.5s,10408.7,71.6s,11954.7,286.1s,10858.2,321.8s
967,BlackMage,https://www.fflogs.com/reports/1jQtZb8C9XBdhVyA#fight=15&type=damage-done,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,11003.1,1139.2s,10760.2,128.3s,11092.9,143.4s,10698.0,189.6s,12322.0,71.6s,12745.4,286.0s,10045.3,320.3s
968,Summoner,https://www.fflogs.com/reports/QcqAnYLW76x9NRrM#fight=8&type=damage-done,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,11002.2,1141.9s,10231.6,130.4s,11601.3,144.8s,10383.4,190.4s,11895.6,71.6s,12338.6,285.9s,10573.3,318.7s
969,Summoner,https://www.fflogs.com/reports/a:ymA3r7VYCzMvXZW9#fight=15&type=damage-done,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,11001.6,1139.5s,10252.4,128.5s,11551.5,142.1s,10231.8,192.3s,10402.0,71.6s,12513.5,286.0s,10895.8,319.1s
970,Dancer,https://www.fflogs.com/reports/F8Lv7dznpW4mVJ6H#fight=47&type=damage-done,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,11001.4,1143.7s,9747.5,129.6s,12050.7,142.9s,10426.2,190.9s,8198.3,71.6s,13302.1,285.9s,10840.9,322.7s
971,Dancer,https://www.fflogs.com/reports/xDFPZq162YWXAgQj#fight=8&type=damage-done,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,11000.5,1145.5s,9004.0,129.7s,10984.6,144.5s,11790.8,190.4s,8334.6,71.6s,13345.2,285.9s,10796.1,323.3s
972,Dancer,https://www.fflogs.com/reports/PLfw9FHNJVbBdngZ#fight=29&type=damage-done,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,10990.9,1148.0s,10186.9,130.2s,12130.1,144.0s,10761.8,193.1s,8157.7,71.6s,12297.3,286.0s,10909.7,323.2s
973,Summoner,https://www.fflogs.com/reports/gFDCkQHzWY6aLjZP#fight=18&type=damage-done,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,10999.0,1143.8s,9866.4,129.7s,11647.6,143.3s,10041.0,190.9s,11839.6,71.7s,12103.7,286.1s,11070.3,322.0s
974,Summoner,https://www.fflogs.com/reports/pw9PryLvbZMTGm1d#fight=12&type=damage-done,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,10998.7,1144.9s,10485.1,131.2s,11408.7,145.4s,10881.1,193.3s,8587.3,71.6s,12235.4,286.0s,10973.1,317.4s
975,Summoner,https://www.fflogs.com/reports/xTMj1fNWAw6DvRLC#fight=9&type=damage-done,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,10998.2,1144.3s,10029.9,129.4s,11646.2,143.4s,10988.2,192.4s,10893.2,71.6s,11683.3,286.1s,10846.5,321.5s
