Rank,Job,Link,Astrologian,Bard,BlackMage,DarkKnight,Dragoon,Machinist,Monk,Ninja,Paladin,Scholar,Summoner,Warrior,WhiteMage,Red Mage,Samurai,Dancer,Gunbreaker,Reaper,Sage,TotalDPS,TotalTime,P1DPS,P1Time,P2DPS,P2Time,P3DPS,P3Time,P4DPS,P4Time,P5DPS,P5Time,P6DPS,P6Time
1797,DarkKnight,https://www.fflogs.com/reports/GChnF14NdWwbZjLM#fight=12&type=damage-done,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,7534.0,1136.2s,6695.1,129.3s,8288.0,140.9s,7801.4,185.9s,5490.5,71.6s,8765.9,286.1s,7226.9,322.5s
1798,DarkKnight,https://www.fflogs.com/reports/Nm6DQzCBp3dwaktZ#fight=24&type=damage-done,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,7533.8,1146.1s,6560.0,129.7s,8300.9,144.4s,7408.0,192.7s,5631.9,71.6s,8770.8,285.9s,7475.7,321.9s
1799,Gunbreaker,https://www.fflogs.com/reports/3khM8pcqrVmNDFCf#fight=10&type=damage-done,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,7533.7,1139.5s,6960.2,127.2s,8167.8,143.2s,7515.3,188.9s,7060.0,71.6s,8223.6,286.1s,7271.6,322.5s
1800,DarkKnight,https://www.fflogs.com/reports/ArGMnRL8BwCQ6xZa#fight=4&type=damage-done,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,7533.2,1142.1s,6630.8,128.5s,8225.5,141.9s,6903.7,194.6s,7873.9,71.5s,8363.0,286.1s,7538.6,319.5s
1801,DarkKnight,https://www.fflogs.com/reports/LxTwPQYzkrNF8Vy6#fight=17&type=damage-done,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,7532.8,1140.5s,6947.0,130.4s,7825.3,142.2s,6988.4,192.6s,6454.8,71.5s,8571.9,286.1s,7685.8,317.7s
1802,DarkKnight,https://www.fflogs.com/reports/2zaJ9HmPMtw1CnG3#fight=13&type=damage-done,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,7532.1,1143.1s,6886.6,128.3s,7799.6,144.2s,7376.6,191.0s,6449.7,71.6s,8442.1,286.0s,7552.0,322.0s
1803,Gunbreaker,https://www.fflogs.com/reports/2T7ghRXqjFMvYWBP#fight=13&type=damage-done,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,7530.8,1146.4s,6816.2,130.4s,7880.8,143.7s,7107.5,192.7s,7351.6,71.6s,8327.7,286.1s,7589.7,321.9s
1804,Paladin,https://www.fflogs.com/reports/qKpP9tAw2GjJZnxy#fight=22&type=damage-done,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,7529.8,1143.8s,7300.2,129.3s,8294.6,144.4s,7133.4,192.5s,7905.4,71.5s,8025.3,286.0s,7200.0,320.0s
1805,DarkKnight,https://www.fflogs.com/reports/K9rXDAFTQn4qCfwy#fight=35&type=damage-done,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,7496.8,1145.9s,6724.3,129.9s,7699.0,143.5s,7313.2,192.1s,6570.6,71.4s,8896.7,286.0s,7333.9,322.9s
1806,Gunbreaker,https://www.fflogs.com/reports/v8yNZqVGRnJMWbgf#fight=18&type=damage-done,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,7490.6,1146.7s,6846.4,130.5s,8625.2,144.3s,7139.5,193.1s,7469.4,71.5s,7604.0,286.1s,7467.0,321.3s
1807,DarkKnight,https://www.fflogs.com/reports/DWRthTAKYvQGqmga#fight=14&type=damage-done,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,7528.7,1140.5s,6971.4,129.8s,8325.5,144.1s,7021.4,189.3s,7651.2,71.5s,8407.7,286.1s,7250.8,319.7s
1808,Gunbreaker,https://www.fflogs.com/reports/QcqAnYLW76x9NRrM#fight=8&type=damage-done,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,7473.8,1141.9s,6563.0,130.4s,8473.7,144.8s,7098.5,190.4s,7815.8,71.6s,8186.9,285.9s,7247.0,318.7s
1809,DarkKnight,https://www.fflogs.com/reports/1f7hwRMW3YBVPbFJ#fight=13&type=damage-done,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,7524.5,1142.6s,6939.5,130.6s,8601.2,141.9s,7178.6,191.0s,6775.9,71.7s,8249.3,286.0s,7322.6,321.4s
1810,DarkKnight,https://www.fflogs.com/reports/hmKvrPjB8cg3wx6Q#fight=4&type=damage-done,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,7525.1,1142.2s,6565.9,129.0s,7984.9,144.9s,7571.4,191.5s,6418.1,71.6s,8230.8,286.1s,7608.9,319.1s
1811,Paladin,https://www.fflogs.com/reports/tLjX2PKBhcCYf1r6#fight=8&type=damage-done,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,7525.1,1143.5s,6651.2,130.3s,8261.0,142.8s,7281.0,191.7s,7238.6,71.6s,7951.7,286.1s,7610.4,321.0s
1812,DarkKnight,https://www.fflogs.com/reports/KD9fVXwr3Hz7TpRQ#fight=2&type=damage-done,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,7525.0,1146.2s,7146.0,127.1s,7946.7,144.8s,7194.3,193.7s,7803.2,71.6s,8109.1,286.0s,7350.0,322.9s
1813,DarkKnight,https://www.fflogs.com/reports/fRFQKP7XnG3xdtMY#fight=23&type=damage-done,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,7524.2,1138.8s,6721.6,129.6s,7927.3,142.7s,7431.3,191.6s,6294.5,71.6s,8751.2,286.1s,7386.1,317.1s
1814,DarkKnight,https://www.fflogs.com/reports/x6XwAQBpcJ1VKjY4#fight=8&type=damage-done,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,7523.6,1145.9s,6981.9,129.4s,7929.3,143.9s,7954.7,191.3s,6607.5,71.8s,7831.8,286.2s,7378.2,323.3s
1815,DarkKnight,https://www.fflogs.com/reports/LdzqjrFbvWmVRAHY#fight=17&type=damage-done,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,7521.5,1146.8s,7041.6,129.5s,7575.9,144.2s,7238.8,193.7s,6143.2,71.6s,8552.3,286.0s,7629.5,321.8s
1816,DarkKnight,https://www.fflogs.com/reports/4cKGNB937aFzqdVD#fight=5&type=damage-done,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,7520.6,1148.0s,7052.9,129.8s,7463.8,145.7s,7113.2,193.0s,8529.1,71.7s,8176.9,286.1s,7455.6,321.6s
1817,Paladin,https://www.fflogs.com/reports/ZrLX9TfnzatBR7wc#fight=13&type=damage-done,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,7519.9,1140.3s,6898.0,129.7s,8305.2,139.9s,7255.6,192.9s,7234.7,71.5s,8262.1,285.9s,7311.3,320.4s
1818,Paladin,https://www.fflogs.com/reports/Zm81pXHKb9gnjPRq#fight=10&type=damage-done,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,7517.5,1139.5s,7144.5,128.3s,8054.9,144.0s,7150.3,191.0s,7202.4,71.6s,8162.2,285.9s,7397.8,318.6s
1819,DarkKnight,https://www.fflogs.com/reports/HdNLnpZw9q23XC1K#fight=12&type=damage-done,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,7517.3,1137.4s,6913.2,130.6s,7702.5,144.5s,7099.5,183.6s,7205.2,71.6s,8705.0,286.1s,7391.2,321.0s
1820,Paladin,https://www.fflogs.com/reports/jKRVBxY6DAdrmvH9#fight=14&type=damage-done,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,7517.2,1134.7s,6599.8,125.5s,8615.6,140.4s,7272.6,190.4s,6947.4,71.5s,8226.2,285.9s,7367.7,321.0s
1821,DarkKnight,https://www.fflogs.com/reports/jKRVBxY6DAdrmvH9#fight=14&type=damage-done,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,7514.5,1134.7s,7123.0,125.5s,7900.9,140.4s,7527.8,190.4s,5756.2,71.5s,8280.6,285.9s,7478.4,321.0s
1822,DarkKnight,https://www.fflogs.com/reports/qNp9kVmWAxDZXM4K#fight=23&type=damage-done,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,7514.5,1146.2s,6981.4,128.6s,7661.0,145.1s,7116.3,193.7s,7327.8,71.6s,8343.0,286.0s,7540.2,321.3s
1823,DarkKnight,https://www.fflogs.com/reports/hak29VF7rARNyHb8#fight=9&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,7513.8,1142.4s,6648.7,129.6s,7736.3,143.4s,6964.4,191.3s,8699.6,71.6s,8321.2,285.9s,7485.4,320.7s
1824,Warrior,https://www.fflogs.com/reports/AYtDfvNacybQx7FG#fight=2&type=damage-done,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,7512.9,1144.7s,6921.5,129.3s,7667.8,143.2s,7337.4,192.9s,7032.4,71.6s,8486.0,285.9s,7414.4,321.9s
1825,Gunbreaker,https://www.fflogs.com/reports/aNw24p9HFRm3Qy1r#fight=10&type=damage-done,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,7512.7,1148.6s,6787.6,130.0s,8285.8,144.5s,7349.7,193.9s,7799.5,71.6s,8104.2,286.0s,7251.1,322.6s
1826,Paladin,https://www.fflogs.com/reports/YV2H6Lm1dzRCW3xg#fight=24&type=damage-done,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,7503.9,1135.4s,7071.7,126.4s,7874.5,142.2s,7186.2,190.8s,7594.3,71.5s,8003.7,286.1s,7450.5,318.2s
1827,Gunbreaker,https://www.fflogs.com/reports/Ny2VkjH1bX4TghD3#fight=16&type=damage-done,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,7473.9,1142.2s,7013.0,128.6s,8259.6,143.2s,6963.8,192.8s,7263.5,71.8s,7919.1,286.0s,7468.0,319.8s
1828,DarkKnight,https://www.fflogs.com/reports/CMKvfcXhbPWgdmGw#fight=1&type=damage-done,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,7510.5,1143.9s,7058.9,128.7s,8118.7,144.8s,7564.7,191.6s,6539.6,71.6s,8104.4,285.9s,7311.1,321.4s
1829,Warrior,https://www.fflogs.com/reports/TrgdLc6RX8n9Nfj4#fight=4&type=damage-done,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,7510.4,1143.5s,7269.6,127.8s,7929.9,141.0s,7145.9,194.4s,7519.7,71.6s,8300.4,286.1s,7243.1,322.5s
1830,Gunbreaker,https://www.fflogs.com/reports/a:j2fYh31FvPbAH4q6#fight=8&type=damage-done,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,7510.2,1143.5s,6826.7,130.2s,8422.1,144.9s,7087.9,193.3s,7696.2,71.5s,7727.7,286.0s,7545.1,317.5s
1831,Paladin,https://www.fflogs.com/reports/QmZyYNpxPKhbgqdJ#fight=18&type=damage-done,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,7510.1,1142.7s,7063.8,129.9s,8345.6,143.6s,7708.6,190.8s,7272.7,71.7s,7810.4,286.1s,7134.4,320.6s
1832,DarkKnight,https://www.fflogs.com/reports/hxdPtR98y4jXpDBn#fight=11&type=damage-done,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,7509.6,1142.7s,6581.3,128.2s,7587.7,143.9s,7183.6,192.7s,6809.4,71.6s,8766.3,286.0s,7585.4,320.4s
1833,DarkKnight,https://www.fflogs.com/reports/t6cR7Hr39xW4VNvG#fight=8&type=damage-done,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,7509.5,1143.1s,6837.2,130.4s,7003.0,141.9s,7255.5,191.6s,7402.2,71.6s,8877.8,286.0s,7488.6,321.6s
1834,DarkKnight,https://www.fflogs.com/reports/pVF48G9DywQbCcqB#fight=30&type=damage-done,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,7509.5,1143.4s,6947.2,130.8s,8030.5,141.9s,7597.5,190.5s,6132.5,71.6s,8545.2,286.0s,7238.2,322.6s
1835,DarkKnight,https://www.fflogs.com/reports/v9Qx1nJjVq4DFRGC#fight=19&type=damage-done,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,7509.5,1143.7s,6506.7,128.0s,8452.7,142.7s,7503.0,192.7s,6037.0,71.6s,8528.5,285.9s,7345.7,322.9s
1836,Warrior,https://www.fflogs.com/reports/BrP9ayhA7LdcJFqY#fight=9&type=damage-done,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,7509.4,1142.7s,7060.0,129.2s,8177.0,142.5s,7144.6,190.2s,7170.8,71.6s,8441.7,286.0s,7226.8,323.1s
1837,Warrior,https://www.fflogs.com/reports/ZKMaphxN7j4HGwB2#fight=7&type=damage-done,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,7509.1,1144.0s,6661.0,129.7s,8221.3,143.7s,6924.5,193.0s,7514.2,71.6s,8825.7,286.1s,7251.0,319.8s
1838,Gunbreaker,https://www.fflogs.com/reports/1gZcAnF9pTfxjMWh#fight=9&type=damage-done,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,7460.9,1143.4s,6901.2,128.0s,8175.7,144.8s,7175.7,192.3s,7145.9,71.6s,7569.4,286.1s,7595.1,320.6s
1839,Warrior,https://www.fflogs.com/reports/yPMjfpkJaFACDWYZ#fight=3&type=damage-done,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,7508.1,1137.2s,7083.9,128.1s,7894.3,139.2s,6950.9,193.4s,7395.6,71.6s,8374.3,286.0s,7443.8,318.9s
1840,DarkKnight,https://www.fflogs.com/reports/Dg7WwZGBLrqcmnX3#fight=23&type=damage-done,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,7507.8,1140.8s,6749.7,128.9s,7986.9,143.0s,7472.4,190.4s,6722.2,71.6s,8155.2,286.0s,7502.4,321.0s
1841,DarkKnight,https://www.fflogs.com/reports/nMHBvk3KtdXzDaAr#fight=23&type=damage-done,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,7507.6,1144.4s,6839.9,129.8s,7966.0,143.5s,7739.7,192.2s,5979.2,71.6s,8620.3,286.0s,7210.5,321.3s
1842,DarkKnight,https://www.fflogs.com/reports/3fpAjTQwBG1PbJdH#fight=7&type=damage-done,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,7506.6,1146.1s,6926.7,129.0s,7663.0,143.8s,7367.4,193.7s,6965.2,71.6s,8633.8,286.0s,7308.1,322.0s
1843,Warrior,https://www.fflogs.com/reports/W2Z1CwR8mqTtVdpQ#fight=42&type=damage-done,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,7506.3,1141.3s,7246.9,128.2s,8061.8,141.9s,7108.7,191.1s,7744.2,71.6s,8158.1,285.8s,7231.9,322.6s
1844,Warrior,https://www.fflogs.com/reports/M1AdDXt2jJWHrKG4#fight=34&type=damage-done,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,7504.9,1134.9s,6713.1,125.9s,8207.4,143.1s,7378.5,187.0s,6915.7,71.6s,8197.7,285.9s,7397.8,321.5s
1845,Gunbreaker,https://www.fflogs.com/reports/JLvtXZwbPfYxjMHp#fight=10&type=damage-done,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,7503.6,1147.8s,6998.0,129.4s,7934.9,145.2s,7259.2,193.7s,7161.9,71.6s,8193.1,286.0s,7406.8,321.9s
1846,DarkKnight,https://www.fflogs.com/reports/qQ9MrhJw26tHkXjd#fight=10&type=damage-done,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,7503.2,1144.9s,7384.8,129.3s,7479.1,144.7s,7283.1,190.7s,6776.0,71.6s,8362.8,286.1s,7388.1,322.4s
1847,DarkKnight,https://www.fflogs.com/reports/8KfHdbmAVx2wpqFC#fight=22&type=damage-done,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,7503.1,1145.0s,6817.3,129.0s,8071.8,144.7s,7339.7,192.9s,7148.5,71.6s,8442.2,285.9s,7250.9,320.9s
1848,Warrior,https://www.fflogs.com/reports/rcMzNDy1xqwhC39K#fight=16&type=damage-done,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,7503.0,1145.0s,6977.9,129.3s,7979.1,144.2s,7143.7,193.0s,6419.9,71.6s,8772.4,285.9s,7306.3,321.2s
1849,Gunbreaker,https://www.fflogs.com/reports/H6jXhpxgaKct8VqM#fight=15&type=damage-done,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,7502.6,1141.0s,6703.3,129.9s,8803.3,142.8s,7312.2,190.8s,7034.8,71.6s,7915.6,286.0s,7319.8,319.9s
1850,DarkKnight,https://www.fflogs.com/reports/zrMmZknG9KYJtdCx#fight=21&type=damage-done,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,7502.3,1149.2s,7223.6,130.5s,7376.0,144.5s,7356.8,193.2s,5474.5,71.6s,8663.9,286.1s,7573.5,323.3s
1851,Warrior,https://www.fflogs.com/reports/gzZjqyf1JCWxPR4T#fight=3&type=damage-done,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,7502.2,1138.8s,6872.0,130.4s,7923.6,143.0s,7183.6,185.8s,6635.5,71.6s,8651.7,285.9s,7372.4,322.1s
1852,DarkKnight,https://www.fflogs.com/reports/HDNVzg2RJcj7tq1A#fight=6&type=damage-done,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,7502.1,1146.4s,7016.3,130.6s,7575.4,142.8s,7193.2,192.8s,6212.3,71.6s,8678.3,286.0s,7526.7,322.6s
1853,Warrior,https://www.fflogs.com/reports/a:tWLJRnpwAYCm3k4X#fight=10&type=damage-done,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,7501.8,1141.9s,6623.4,130.7s,8418.3,142.1s,7209.8,193.4s,7495.3,71.5s,8438.5,286.1s,7209.8,317.9s
1854,Gunbreaker,https://www.fflogs.com/reports/GChnF14NdWwbZjLM#fight=12&type=damage-done,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,7501.1,1136.2s,7017.2,129.3s,8485.4,140.9s,7365.0,185.9s,6472.9,71.6s,7969.3,286.1s,7358.9,322.5s
1855,Gunbreaker,https://www.fflogs.com/reports/YjfTVbq8waWnJXBg#fight=16&type=damage-done,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,7500.9,1141.2s,7228.6,128.1s,8101.5,142.5s,7156.0,192.4s,7289.5,71.4s,7569.1,285.9s,7588.5,320.8s
1856,DarkKnight,https://www.fflogs.com/reports/tLjX2PKBhcCYf1r6#fight=8&type=damage-done,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,7500.1,1143.5s,7237.4,130.3s,7525.6,142.8s,7562.9,191.7s,6943.9,71.6s,8025.3,286.1s,7410.7,321.0s
1857,DarkKnight,https://www.fflogs.com/reports/Ptc6YT2vLyXrhZ1j#fight=27&type=damage-done,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,7497.8,1147.0s,6621.9,130.3s,7796.4,145.3s,7229.1,192.5s,7031.9,71.6s,8262.2,286.1s,7639.2,321.2s
1858,DarkKnight,https://www.fflogs.com/reports/ZB3L7zDg9TKXFfj1#fight=17&type=damage-done,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,7497.1,1143.0s,7355.2,127.4s,7713.5,142.8s,7167.9,192.7s,6711.6,71.4s,8455.0,286.0s,7315.8,322.7s
1859,Warrior,https://www.fflogs.com/reports/NbAkMvTxBZgzfdhn#fight=5&type=damage-done,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,7496.9,1141.2s,7126.5,125.9s,7791.5,143.7s,7073.5,192.8s,7762.9,71.8s,8380.7,286.0s,7266.3,321.0s
1860,DarkKnight,https://www.fflogs.com/reports/vQWYbqVhgR1jtMTG#fight=5&type=damage-done,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,7496.7,1146.0s,6835.8,129.4s,8344.2,143.9s,6815.2,191.2s,8698.7,71.8s,8097.1,286.1s,7284.5,323.5s
1861,DarkKnight,https://www.fflogs.com/reports/daJG62LX48bCFMhZ#fight=4&type=damage-done,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,7496.4,1144.8s,6614.2,129.4s,8047.5,144.4s,6728.1,192.2s,8077.7,71.5s,8167.8,286.1s,7663.3,321.2s
1862,Warrior,https://www.fflogs.com/reports/QR8KV9BntdqDpr14#fight=53&type=damage-done,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,7496.3,1144.4s,7035.0,130.4s,8228.1,142.2s,7120.4,191.4s,7429.0,71.6s,8423.5,286.1s,7149.2,322.6s
1863,Gunbreaker,https://www.fflogs.com/reports/N1p6TMRKq7zVmr2a#fight=11&type=damage-done,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,7496.2,1145.2s,6820.0,129.1s,8233.3,144.4s,7340.6,192.3s,6049.4,71.6s,8311.0,286.0s,7455.4,321.7s
1864,Warrior,https://www.fflogs.com/reports/nhxFXKtLjNQ91adW#fight=14&type=damage-done,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,7495.1,1143.3s,6850.5,128.1s,7938.9,145.2s,7116.3,192.6s,7373.2,71.6s,8575.0,286.1s,7278.5,319.6s
1865,Gunbreaker,https://www.fflogs.com/reports/f2WhH8dA1Z9XPxVw#fight=2&type=damage-done,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,7493.6,1145.6s,6779.8,129.5s,8279.0,144.0s,7308.7,193.0s,7553.3,71.5s,8276.8,286.1s,7176.3,321.5s
1866,Gunbreaker,https://www.fflogs.com/reports/DwxbnNP6Q8Rp2qyT#fight=14&type=damage-done,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,7493.4,1146.7s,7032.0,130.4s,8019.2,143.6s,7169.9,192.5s,7876.5,71.6s,7732.1,285.9s,7478.6,322.8s
1867,DarkKnight,https://www.fflogs.com/reports/wpJ8b7Hnmrdfz4GC#fight=31&type=damage-done,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,7478.3,1144.8s,7362.3,130.2s,8438.4,143.2s,6609.7,193.0s,7190.6,71.6s,8487.8,286.1s,7158.9,320.8s
1868,DarkKnight,https://www.fflogs.com/reports/x84CKZM72G1XwhWr#fight=8&type=damage-done,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,7490.7,1143.8s,7242.0,126.0s,7440.4,145.4s,7033.2,193.2s,7855.7,71.5s,8233.7,285.9s,7431.0,321.8s
1869,Gunbreaker,https://www.fflogs.com/reports/bcgBDz2VNApRLKG8#fight=3&type=damage-done,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,7489.5,1146.3s,6667.9,130.0s,8464.8,144.9s,7047.5,192.7s,8559.4,71.6s,8273.5,286.2s,7084.6,320.9s
1870,Gunbreaker,https://www.fflogs.com/reports/x2THzAbhf3WQaGY6#fight=23&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,7450.8,1137.0s,6771.3,128.8s,8250.2,143.1s,7273.4,190.3s,7337.9,71.6s,7748.1,286.1s,7402.4,317.1s
1871,Gunbreaker,https://www.fflogs.com/reports/G1ZaF3yCjDN8hLpt#fight=22&type=damage-done,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,7489.4,1137.2s,6818.2,128.2s,8473.2,140.6s,7211.3,188.9s,7982.7,71.8s,7682.1,286.0s,7355.2,321.6s
1872,Gunbreaker,https://www.fflogs.com/reports/LKkrtp8fPMmnZY3Q#fight=24&type=damage-done,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,7489.2,1141.1s,6997.8,128.4s,8270.1,141.7s,7432.4,192.8s,6985.6,71.6s,8026.8,286.1s,7240.9,320.5s
1873,DarkKnight,https://www.fflogs.com/reports/qK27JtTGFDvfhknd#fight=10&type=damage-done,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,7488.8,1138.3s,6742.9,126.9s,8042.3,142.7s,7051.9,191.6s,6469.7,71.6s,8617.0,286.1s,7468.4,319.3s
1874,DarkKnight,https://www.fflogs.com/reports/f2G4ZHJwKCpvVanL#fight=4&type=damage-done,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,7487.6,1145.1s,6674.6,129.5s,7667.7,144.1s,7074.8,192.4s,6499.9,71.6s,8313.2,286.0s,7809.6,321.6s
1875,DarkKnight,https://www.fflogs.com/reports/98QtAMh1RmxYzpJv#fight=9&type=damage-done,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,7487.4,1146.1s,6413.4,130.3s,7678.1,144.0s,7370.9,192.2s,6873.2,71.6s,8778.0,286.1s,7429.5,321.9s
1876,Gunbreaker,https://www.fflogs.com/reports/LMzXtA8VN6xQcDnC#fight=6&type=damage-done,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,7449.8,1142.9s,6890.6,127.6s,8247.8,143.7s,7157.0,193.3s,7741.5,71.6s,7797.6,285.9s,7301.0,320.9s
1877,DarkKnight,https://www.fflogs.com/reports/JfdwzhPgVF9XLRDZ#fight=1&type=damage-done,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,7486.4,1143.4s,7062.9,129.5s,8069.1,144.0s,7364.6,193.3s,6945.8,71.6s,7901.7,286.1s,7399.8,318.9s
1878,DarkKnight,https://www.fflogs.com/reports/VcAWp2T9abDq3JK6#fight=2&type=damage-done,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,7486.3,1139.5s,6844.4,125.6s,7703.6,145.6s,7313.1,192.3s,6946.3,71.6s,8390.3,286.1s,7419.6,318.3s
1879,Gunbreaker,https://www.fflogs.com/reports/Ygd9DVWvzb3FMGH7#fight=18&type=damage-done,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,7485.7,1143.4s,7196.9,129.7s,8321.5,143.7s,7322.0,193.6s,7637.6,71.6s,7703.5,285.9s,7212.3,319.0s
1880,DarkKnight,https://www.fflogs.com/reports/a:LXN6AC4YwKjrtqGk#fight=2&type=damage-done,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,7485.1,1143.8s,6723.7,129.7s,7441.2,144.4s,7050.5,191.7s,6384.9,71.6s,8592.0,286.1s,7765.4,320.2s
1881,Paladin,https://www.fflogs.com/reports/NGM7ZzkCL892yXxf#fight=42&type=damage-done,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,7484.9,1140.3s,6829.8,129.1s,8351.1,141.9s,7206.2,191.9s,7075.8,71.4s,8402.2,285.9s,7188.4,320.1s
