,Rank,Job,Link,Astrologian,Bard,BlackMage,DarkKnight,Dragoon,Machinist,Monk,Ninja,Paladin,Scholar,Summoner,Warrior,WhiteMage,Red Mage,Samurai,Dancer,Gunbreaker,Reaper,Sage,TotalDPS,TotalTime,P1DPS,P1Time,P2DPS,P2Time,P3DPS,P3Time,P4DPS,P4Time,P5DPS,P5Time,P6DPS,P6Time
2242,2243,Gunbreaker,https://www.fflogs.com/reports/FMbBPWKzGLwk3yr2#fight=4&type=damage-done,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,7168.3,1138.0,6613.0,127.5,8200.3,141.9,6978.1,190.8,6916.5,71.6,6632.8,286.1,7450.4,320.1
2243,2244,Gunbreaker,https://www.fflogs.com/reports/9GcRAXWd83NK6CHh#fight=59&type=damage-done,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,7167.7,1143.4,6972.7,128.5,7289.4,144.2,6496.7,193.3,7272.1,71.5,7433.4,285.9,7450.6,319.9
2244,2245,Gunbreaker,https://www.fflogs.com/reports/rKca4FtfA3g9zXvG#fight=20&type=damage-done,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,7162.6,1141.5,6705.5,129.6,8036.5,143.7,6622.5,191.8,7530.3,71.7,7510.0,286.0,7065.2,318.7
2245,2246,DarkKnight,https://www.fflogs.com/reports/bcgBDz2VNApRLKG8#fight=3&type=damage-done,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,7162.5,1146.3,7199.9,130.0,7263.1,144.9,6825.3,192.7,6860.9,71.6,8521.6,286.2,6630.6,320.9
2246,2247,Paladin,https://www.fflogs.com/reports/7DWCMfhHjmznkRVg#fight=5&type=damage-done,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,7160.9,1140.6,6605.5,127.0,6330.3,143.0,7306.4,190.9,6964.1,71.5,8164.9,285.9,7196.1,322.4
2247,2248,Paladin,https://www.fflogs.com/reports/gZrdvkqT96CPRFVX#fight=34&type=damage-done,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,7155.8,1139.7,6370.6,130.4,7849.3,143.2,7032.9,189.3,7381.8,71.6,7433.8,286.0,7116.5,319.2
2248,2249,Gunbreaker,https://www.fflogs.com/reports/My8cThmRHWFxCBDP#fight=2&type=damage-done,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,7154.9,1144.0,6791.1,128.6,7749.1,144.0,6875.7,192.9,6569.6,71.6,7518.4,286.1,7165.6,320.9
2249,2250,Gunbreaker,https://www.fflogs.com/reports/xzMChygvfYXB8JNn#fight=192&type=damage-done,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,7117.8,1144.0,6458.5,129.4,7262.7,144.3,7044.5,193.1,6838.5,71.6,7254.0,285.9,7404.5,319.8
2250,2251,DarkKnight,https://www.fflogs.com/reports/w7n9DhLXBdKCJgtm#fight=7&type=damage-done,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,7151.2,1139.9,6725.1,128.0,7115.5,141.3,6845.8,191.0,7505.3,71.6,7767.1,286.0,7147.6,322.1
2251,2252,Paladin,https://www.fflogs.com/reports/hxdPtR98y4jXpDBn#fight=11&type=damage-done,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,7149.4,1142.7,6909.7,128.2,7809.9,143.9,6588.5,192.7,7593.1,71.6,7571.4,286.0,6996.2,320.4
2252,2253,Warrior,https://www.fflogs.com/reports/xT2RM4fZcFAGtwr8#fight=31&type=damage-done,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,7145.4,1146.0,7017.7,130.0,5993.7,142.8,6607.9,193.9,7742.1,71.4,8364.2,286.1,7247.9,321.8
2253,2254,DarkKnight,https://www.fflogs.com/reports/r3nkP6HX7CzyAvZY#fight=21&type=damage-done,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,7133.1,1148.7,6820.9,130.0,7434.2,144.2,7316.0,193.4,6295.3,71.8,7794.3,286.1,6862.8,323.2
2254,2255,Gunbreaker,https://www.fflogs.com/reports/Lma8gPRdtz1QVjcH#fight=73&type=damage-done,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,7130.7,1148.3,6458.8,129.8,8485.2,144.3,6836.2,193.9,7177.3,71.5,7099.2,286.1,7055.4,322.6
2255,2256,Gunbreaker,https://www.fflogs.com/reports/bW63FYwRkdP7HGyK#fight=12&type=damage-done,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,7129.3,1140.9,6703.1,130.5,7695.9,141.7,7119.4,190.4,6732.1,71.6,7153.6,286.0,7172.3,320.6
2256,2257,Warrior,https://www.fflogs.com/reports/1N8TKMhapX4rF2fY#fight=3&type=damage-done,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,7120.1,1142.5,6936.4,128.4,6854.9,144.8,6610.4,191.1,7204.0,71.5,8048.3,286.1,7109.3,320.6
2257,2258,Gunbreaker,https://www.fflogs.com/reports/HYgrh3xMpX1PkqQV#fight=21&type=damage-done,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,7118.6,1145.5,7065.4,129.1,8264.9,143.3,6615.4,193.4,7186.1,71.6,6924.3,286.0,7045.2,322.1
2258,2259,DarkKnight,https://www.fflogs.com/reports/jkyLX7R2t3axwh89#fight=19&type=damage-done,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,7118.3,1147.0,6906.3,130.0,7078.9,143.8,7325.7,192.4,6441.7,71.5,7538.7,286.0,7028.3,323.3
2259,2260,Gunbreaker,https://www.fflogs.com/reports/qGna14HvYy72WRKx#fight=24&type=damage-done,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,7113.6,1138.3,6699.5,126.2,7170.9,141.5,6875.5,191.3,7329.8,71.6,7336.9,286.0,7261.7,321.8
2260,2261,Gunbreaker,https://www.fflogs.com/reports/ry7g3TntD4W2ZxKR#fight=25&type=damage-done,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,7106.2,1138.8,6354.3,129.8,8081.0,143.2,6849.6,190.4,7586.5,71.6,7234.2,285.9,7035.1,317.8
2261,2262,Gunbreaker,https://www.fflogs.com/reports/a:PB7qyzDJK3VnLZj1#fight=8&type=damage-done,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,7106.1,1147.6,6809.1,130.8,7685.7,144.6,6892.1,193.4,7133.9,71.7,7404.0,286.0,6961.4,321.0
2262,2263,DarkKnight,https://www.fflogs.com/reports/dxnAKrqWCNLFVtmM#fight=4&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,7096.9,1145.4,6982.5,131.3,8263.0,141.2,6827.4,192.2,8382.7,71.6,6340.7,286.0,6965.1,323.3
2263,2264,Paladin,https://www.fflogs.com/reports/YJkrPtAv1XCaxDdq#fight=2&type=damage-done,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,7087.6,1142.1,6595.0,130.0,7921.1,143.2,6693.9,190.7,7170.5,71.6,7798.3,285.9,6801.6,320.7
2264,2265,Gunbreaker,https://www.fflogs.com/reports/AmRvnG9JMcHkx8Ky#fight=4&type=damage-done,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,7077.1,1148.4,6742.1,129.6,7814.5,144.7,6823.6,193.6,6886.6,71.6,7015.3,286.0,7143.9,322.8
2265,2266,Gunbreaker,https://www.fflogs.com/reports/B26m8gzrwVKydbhv#fight=16&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,7069.6,1145.1,6663.2,129.7,7762.9,143.0,6808.0,192.5,7692.7,71.6,6729.3,286.1,7180.7,322.1
2266,2267,Paladin,https://www.fflogs.com/reports/3QT6ar98DAbzFGCY#fight=31&type=damage-done,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,7065.3,1145.0,6976.2,129.0,7162.1,144.9,6761.1,191.8,6461.8,71.6,7484.5,286.1,7145.8,321.6
2267,2268,WhiteMage,https://www.fflogs.com/reports/9phvJBqfGgzPR2ML#fight=17&type=damage-done,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,7038.5,1132.8,6171.9,127.4,9342.8,136.3,6539.2,191.9,6962.1,71.6,8053.6,286.1,6281.3,319.6
2268,2269,Gunbreaker,https://www.fflogs.com/reports/9C7cavgZVYHqx2AQ#fight=11&type=damage-done,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,7034.1,1147.2,6188.8,130.1,7700.8,143.7,7125.4,192.8,6024.2,71.6,7231.8,285.9,7203.7,323.1
2269,2270,Gunbreaker,https://www.fflogs.com/reports/8jX9YxvTVGDqLHFg#fight=10&type=damage-done,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,7018.5,1147.1,6932.0,129.2,7089.5,144.0,7087.7,193.8,7419.3,71.5,7110.0,285.9,6856.4,322.7
2270,2271,WhiteMage,https://www.fflogs.com/reports/NqQmgY7xhBPCFWLr#fight=28&type=damage-done,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,7018.2,1138.6,6268.0,126.9,8199.6,142.9,6440.9,190.7,7494.8,71.6,8000.3,286.0,6580.6,320.4
2271,2272,Paladin,https://www.fflogs.com/reports/Kg1ZpDrNk3v2Tdzn#fight=26&type=damage-done,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,6995.6,1145.3,6401.2,130.1,7600.2,144.0,6630.5,191.7,6899.9,71.6,7593.5,286.1,6938.2,321.8
2272,2273,Astrologian,https://www.fflogs.com/reports/8Tf9GJxqQV27y1Bw#fight=28&type=damage-done,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,6905.8,1126.9,6310.5,129.2,7749.7,137.7,6982.9,184.6,5600.7,71.6,7685.4,285.9,6650.2,317.8
2273,2274,WhiteMage,https://www.fflogs.com/reports/1Fpxn8AYRwtHBVW6#fight=30&type=damage-done,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,6792.9,1147.1,5870.3,129.9,8335.2,145.2,5685.7,191.4,7734.6,71.5,7784.8,286.0,6498.7,323.0
2274,2275,Astrologian,https://www.fflogs.com/reports/aMw9LCJZQBG2nFm6#fight=6&type=damage-done,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,6522.5,1145.1,6408.8,130.6,6740.4,141.9,6481.4,191.8,5075.0,71.6,7336.9,286.2,6370.7,323.1
2275,2276,WhiteMage,https://www.fflogs.com/reports/jKRVBxY6DAdrmvH9#fight=14&type=damage-done,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,6781.7,1134.7,6390.0,125.5,7580.9,140.4,6549.0,190.4,6514.7,71.5,7844.7,285.9,6249.9,321.0
2276,2277,WhiteMage,https://www.fflogs.com/reports/9xk1LTtGdawMnFrf#fight=9&type=damage-done,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,6763.3,1143.4,5811.1,130.3,7895.4,143.3,6534.6,193.4,6794.6,71.5,7129.8,286.0,6674.2,318.9
2277,2278,Astrologian,https://www.fflogs.com/reports/bHtxDMZX8z6kLw79#fight=24&type=damage-done,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,6762.1,1137.8,6479.1,130.8,7455.0,140.5,6203.5,191.3,7850.4,71.6,7840.7,286.0,6125.7,317.6
2278,2279,WhiteMage,https://www.fflogs.com/reports/dMyRh24FPj3GATDN#fight=5&type=damage-done,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,6742.0,1148.2,6268.4,131.3,7903.3,145.5,6392.6,190.3,6665.8,71.6,7920.6,286.1,6055.9,323.4
2279,2280,Astrologian,https://www.fflogs.com/reports/PwLRDq9Jdmbfxy6V#fight=13&type=damage-done,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,6740.5,1146.4,6153.5,130.4,7282.3,143.4,6525.9,193.3,5100.8,71.7,8305.7,286.1,6417.5,321.6
2280,2281,WhiteMage,https://www.fflogs.com/reports/PN817VtbpZYwvgWF#fight=6&type=damage-done,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,6599.1,1141.1,5994.9,129.0,7440.0,144.3,6430.4,191.4,6868.5,71.7,7311.2,286.1,6182.3,318.7
2281,2282,WhiteMage,https://www.fflogs.com/reports/WTAJftqj7PBYgd34#fight=22&type=damage-done,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,6629.3,1143.5,6165.4,127.0,8421.3,144.9,5692.0,191.6,8297.7,71.5,7884.4,285.9,5614.0,322.7
2282,2283,WhiteMage,https://www.fflogs.com/reports/G9Wkf8xpyRHvt2Yc#fight=29&type=damage-done,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,6707.5,1141.6,6107.4,129.2,8291.7,142.8,6128.3,191.7,7839.8,71.6,6905.1,285.9,6322.9,320.4
2283,2284,WhiteMage,https://www.fflogs.com/reports/GW1myPzH2RBpwtVL#fight=21&type=damage-done,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,6698.7,1146.5,6319.8,130.6,7633.2,143.2,6238.8,193.1,6277.0,71.6,7684.9,286.1,6315.1,321.9
2284,2285,WhiteMage,https://www.fflogs.com/reports/FtNW7Cjqp3Acnkrb#fight=11&type=damage-done,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,6696.8,1141.9,6069.0,129.0,7551.5,142.3,6024.5,190.0,7599.9,71.5,7475.7,285.9,6429.6,323.2
2285,2286,WhiteMage,https://www.fflogs.com/reports/7tkBwGKW6hvRrTA2#fight=2&type=damage-done,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,6695.1,1144.9,6239.3,129.8,7676.5,144.7,6658.7,189.5,6594.6,71.5,7461.2,286.0,6123.6,323.4
2286,2287,WhiteMage,https://www.fflogs.com/reports/a:ZW628VHLJ34FCQfq#fight=3&type=damage-done,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,6691.2,1142.5,6039.8,128.4,7514.8,144.8,6137.8,191.1,8502.3,71.5,7293.4,286.1,6275.4,320.6
2287,2288,WhiteMage,https://www.fflogs.com/reports/9DdVMtgxcQ46paZf#fight=18&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,6678.0,1141.1,5941.3,129.5,7914.5,142.6,5789.1,191.8,7752.8,71.5,7180.5,286.0,6544.4,319.7
2288,2289,WhiteMage,https://www.fflogs.com/reports/ndhCcTP6m4DqZNaJ#fight=19&type=damage-done,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,6685.9,1141.3,5988.6,129.9,8734.5,142.7,5665.0,191.2,7995.8,71.5,7043.2,285.9,6290.6,320.1
2289,2290,WhiteMage,https://www.fflogs.com/reports/tLjX2PKBhcCYf1r6#fight=8&type=damage-done,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,6672.6,1143.5,5781.2,130.3,8051.8,142.8,5944.6,191.7,7800.4,71.6,7379.4,286.1,6335.6,321.0
2290,2291,WhiteMage,https://www.fflogs.com/reports/ZjpGDg2rk7BaH93K#fight=3&type=damage-done,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,6669.4,1144.9,6160.6,130.2,7819.2,143.4,6410.3,192.1,7756.9,71.7,7591.1,286.1,5856.0,321.4
2291,2292,WhiteMage,https://www.fflogs.com/reports/pqc4AQC2aTPvF6Xy#fight=11&type=damage-done,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,6507.8,1140.4,6373.8,129.1,7944.8,144.0,5616.1,190.0,6873.9,71.5,7312.7,285.9,5963.8,319.8
2292,2293,Astrologian,https://www.fflogs.com/reports/yBj7bdfVkrhKgPtq#fight=12&type=damage-done,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,6655.5,1131.1,6345.9,126.7,6708.6,139.0,6204.7,190.9,8017.0,71.5,7609.3,286.1,6246.5,316.9
2293,2294,WhiteMage,https://www.fflogs.com/reports/DFQMZbgGvYzw19th#fight=6&type=damage-done,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,6517.4,1144.2,6195.9,130.2,7416.3,142.6,6572.8,191.4,6503.2,71.6,7155.7,286.1,5917.6,322.4
2294,2295,WhiteMage,https://www.fflogs.com/reports/NpYmfZytW8TH7Gbd#fight=24&type=damage-done,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,6654.3,1142.6,5957.1,128.8,7982.6,143.2,6328.4,191.9,7457.2,71.6,7224.5,286.1,6140.1,320.9
2295,2296,WhiteMage,https://www.fflogs.com/reports/rcMzNDy1xqwhC39K#fight=16&type=damage-done,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,6647.6,1145.0,6046.1,129.3,7317.5,144.2,6641.6,193.0,7445.8,71.6,7233.0,285.9,6171.4,321.2
2296,2297,WhiteMage,https://www.fflogs.com/reports/a:LgxTJbdK89Qv2PMt#fight=4&type=damage-done,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,6626.3,1138.0,6254.9,127.5,7786.2,141.9,5727.3,190.8,7960.2,71.6,6916.3,286.1,6411.2,320.1
2297,2298,WhiteMage,https://www.fflogs.com/reports/a:6BhQ1FwfAYtKDLXJ#fight=6&type=damage-done,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,6494.6,1141.8,5941.9,129.7,7765.8,143.2,6192.9,193.0,6748.5,71.6,6803.1,286.1,6175.7,318.2
2298,2299,WhiteMage,https://www.fflogs.com/reports/rt8NMY9CvWHpygRq#fight=8&type=damage-done,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,6608.3,1137.6,5944.2,128.2,7953.5,141.6,6132.9,189.0,7170.3,71.6,7310.0,285.9,6141.8,321.3
2299,2300,WhiteMage,https://www.fflogs.com/reports/qGna14HvYy72WRKx#fight=24&type=damage-done,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,6605.4,1138.3,6365.6,126.2,7425.8,141.5,6226.6,191.3,7239.6,71.6,7409.6,286.0,6032.5,321.8
2300,2301,Scholar,https://www.fflogs.com/reports/nh7ZzHVYaLTF1qAC#fight=11&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,6603.8,1142.8,6920.8,128.2,7003.4,142.7,6614.7,191.3,4610.9,71.6,7314.9,286.1,6302.9,323.0
2301,2302,WhiteMage,https://www.fflogs.com/reports/vXFBZNgyYHjaw14b#fight=27&type=damage-done,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,6591.4,1137.2,5755.0,129.5,8391.1,138.0,5788.8,192.3,6881.7,71.5,7301.2,286.0,6294.9,319.9
2302,2303,WhiteMage,https://www.fflogs.com/reports/M3BfPw7VYqxWtkGd#fight=26&type=damage-done,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,6586.7,1143.7,5907.8,128.6,7933.8,144.6,6152.1,194.0,7521.8,71.6,7341.4,286.0,5984.8,318.8
2303,2304,Astrologian,https://www.fflogs.com/reports/HyjYvMFKDq4TtN96#fight=1&type=damage-done,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,6582.3,1139.9,6404.1,126.9,6743.6,144.3,5988.0,191.2,6875.2,71.6,7691.9,285.9,6290.8,320.0
2304,2305,WhiteMage,https://www.fflogs.com/reports/nZ3akpqYf8r4wtD2#fight=5&type=damage-done,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,6457.1,1135.9,6004.3,129.0,7266.7,144.3,6504.0,187.4,5842.0,71.6,7227.5,286.1,6001.8,317.5
2305,2306,WhiteMage,https://www.fflogs.com/reports/tDGqRBdJCxn2azgj#fight=7&type=damage-done,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,6578.2,1145.4,5773.8,129.5,7384.3,143.0,6182.0,192.8,6638.6,71.6,7515.1,286.0,6344.3,322.6
2306,2307,WhiteMage,https://www.fflogs.com/reports/r3pLFHdnPAGzc7qB#fight=54&type=damage-done,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,6577.3,1142.3,5684.6,128.5,7242.6,144.6,6303.5,189.2,7584.1,71.6,7569.5,286.0,6136.6,322.5
2307,2308,Astrologian,https://www.fflogs.com/reports/W7NnKcmYRhtfVvaX#fight=15&type=damage-done,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,6576.5,1141.6,5991.6,127.4,6789.4,144.1,6352.9,193.3,5653.7,71.6,7754.5,286.0,6452.8,319.3
2308,2309,WhiteMage,https://www.fflogs.com/reports/k98tPm3VxQnW6ZvB#fight=5&type=damage-done,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,6573.5,1139.2,6017.0,128.5,6906.2,143.7,5939.0,190.7,6905.2,71.6,7594.7,286.0,6454.1,318.7
2309,2310,Astrologian,https://www.fflogs.com/reports/a:jZmKCAq6JVgBp1YP#fight=9&type=damage-done,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,6570.9,1130.9,6190.2,127.4,7949.5,138.0,6039.6,188.9,6407.3,71.6,7585.0,286.1,5978.3,318.9
2310,2311,WhiteMage,https://www.fflogs.com/reports/913JW6VjY2dHmBCT#fight=11&type=damage-done,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,6563.7,1145.7,5841.3,129.9,7728.0,143.1,6517.8,193.3,7571.4,71.6,7165.0,286.0,5911.0,321.7
2311,2312,WhiteMage,https://www.fflogs.com/reports/94tjTfWDhaMZXm7b#fight=10&type=damage-done,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,6558.1,1142.4,6161.6,128.4,7556.3,144.2,6272.7,192.3,6838.6,71.6,6996.4,286.1,6190.6,319.9
2312,2313,WhiteMage,https://www.fflogs.com/reports/dr3cqwXhZpkxzQ79#fight=1&type=damage-done,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,6554.7,1137.1,5892.4,128.0,8042.3,141.7,6116.7,190.7,6691.2,71.7,7621.6,285.9,5892.7,319.0
2313,2314,WhiteMage,https://www.fflogs.com/reports/vNM83qyPaGdCWXt2#fight=29&type=damage-done,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,6553.6,1134.0,6043.0,128.2,7355.8,140.7,5977.7,186.3,7284.1,71.8,7641.1,286.1,6056.5,321.0
2314,2315,WhiteMage,https://www.fflogs.com/reports/4YKbFm7ayLzr31PZ#fight=12&type=damage-done,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,6413.7,1140.0,5914.5,129.8,7325.0,140.0,6290.4,191.5,6823.8,71.7,7145.5,285.9,5868.7,321.2
2315,2316,WhiteMage,https://www.fflogs.com/reports/pgfQKxjkFRtaz29c#fight=15&type=damage-done,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,6386.9,1144.3,5937.2,130.0,7553.9,141.8,5789.0,192.8,7005.8,71.6,6944.1,285.9,6042.6,322.2
2316,2317,WhiteMage,https://www.fflogs.com/reports/fjCrMT2xQkBhz3qG#fight=21&type=damage-done,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,6546.7,1145.1,6083.3,129.0,7214.3,143.6,6422.9,192.2,7070.8,71.6,7283.2,286.1,6053.6,322.7
2317,2318,WhiteMage,https://www.fflogs.com/reports/W2Z1CwR8mqTtVdpQ#fight=42&type=damage-done,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,6546.0,1141.3,6136.8,128.2,8174.3,141.9,6018.6,191.1,6715.3,71.6,7078.0,285.8,6044.1,322.6
2318,2319,WhiteMage,https://www.fflogs.com/reports/9KGbFrPT3NDQZ7nB#fight=8&type=damage-done,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,6545.6,1143.0,5794.7,128.1,7360.9,143.6,6638.2,193.6,6984.1,71.6,7397.3,286.1,5945.4,320.1
2319,2320,Astrologian,https://www.fflogs.com/reports/L2JaqnM73fpv8Djh#fight=17&type=damage-done,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,6383.0,1137.5,5906.0,127.3,6568.6,144.1,6630.6,190.5,5066.4,71.6,7099.1,286.0,6267.5,318.0
2320,2321,WhiteMage,https://www.fflogs.com/reports/21MQRHYt3zaPdVcD#fight=28&type=damage-done,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,6543.6,1144.9,5645.0,130.0,7282.2,143.5,6537.5,193.5,6044.0,71.4,7676.5,286.0,6157.5,320.5
2321,2322,WhiteMage,https://www.fflogs.com/reports/Y2hWXnHr1Qvk9cGt#fight=7&type=damage-done,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,6388.2,1148.0,5757.6,130.0,7153.9,144.9,6223.2,193.5,7575.6,71.5,7114.5,286.0,5825.5,322.2
2322,2323,Scholar,https://www.fflogs.com/reports/MKvm8qxPja9F1XGN#fight=14&type=damage-done,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,6535.4,1145.4,6538.9,129.7,6694.6,144.1,6796.2,190.6,5905.7,71.6,7128.7,286.1,6123.1,323.3
2323,2324,WhiteMage,https://www.fflogs.com/reports/DkAVTG8f1nj97RP2#fight=7&type=damage-done,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,6433.0,1145.1,5932.5,127.7,7153.9,142.7,6636.2,194.6,5709.6,71.6,7012.5,286.2,6078.0,322.3
2324,2325,WhiteMage,https://www.fflogs.com/reports/qbNdPw3TkBGR4FMt#fight=27&type=damage-done,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,6534.0,1135.5,6295.1,122.4,8423.4,141.1,6003.8,192.6,6652.5,71.6,6944.7,285.9,5919.5,321.9
2325,2326,WhiteMage,https://www.fflogs.com/reports/L6qYp8g7tmrvZnDV#fight=17&type=damage-done,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,6380.5,1146.5,5584.8,128.1,7593.9,145.1,5872.9,193.5,8198.0,71.6,6960.1,286.0,5851.9,322.2
2326,2327,WhiteMage,https://www.fflogs.com/reports/Yg69tZJryM7qAGwV#fight=7&type=damage-done,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,6529.6,1146.2,5902.0,130.5,7648.9,145.4,5540.1,192.6,8128.2,71.6,7356.9,286.1,6161.4,319.9
2327,2328,WhiteMage,https://www.fflogs.com/reports/PRYryAaZ69NpcVMJ#fight=18&type=damage-done,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,6528.2,1142.1,6005.4,129.5,7454.5,144.6,6397.2,192.2,6725.5,71.6,7431.4,286.1,5921.5,318.0
2328,2329,Scholar,https://www.fflogs.com/reports/hak29VF7rARNyHb8#fight=9&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,6527.8,1142.4,6745.1,129.6,6621.5,143.4,6571.0,191.3,6975.5,71.6,6896.8,285.9,6063.4,320.7
