,Rank,Job,Link,Astrologian,Bard,BlackMage,DarkKnight,Dragoon,Machinist,Monk,Ninja,Paladin,Scholar,Summoner,Warrior,WhiteMage,Red Mage,Samurai,Dancer,Gunbreaker,Reaper,Sage,TotalDPS,TotalTime,P1DPS,P1Time,P2DPS,P2Time,P3DPS,P3Time,P4DPS,P4Time,P5DPS,P5Time,P6DPS,P6Time
902,903,RedMage,https://www.fflogs.com/reports/r3pLFHdnPAGzc7qB#fight=54&type=damage-done,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,11043.4,1142.3,10851.8,128.5,11300.0,144.6,11124.4,189.2,10296.0,71.6,11200.2,286.0,11045.9,322.5
903,904,Machinist,https://www.fflogs.com/reports/m2q1DAVyY4QCBzjR#fight=5&type=damage-done,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,11043.1,1130.4,9939.1,126.9,11543.6,134.9,10194.8,192.1,10943.8,71.6,12743.6,286.1,10979.3,318.9
904,905,RedMage,https://www.fflogs.com/reports/vdctbr7A8QLwDmJx#fight=7&type=damage-done,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,11042.7,1140.5,9490.2,129.5,11199.7,144.9,10843.8,189.2,10960.0,71.6,12879.5,286.0,10869.4,319.3
905,906,Summoner,https://www.fflogs.com/reports/YF2mQZB3fCqrVa8t#fight=3&type=damage-done,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,11042.0,1139.2,9989.9,128.3,11743.7,141.9,11685.9,190.9,9817.3,71.7,12131.6,285.9,10530.1,320.5
906,907,BlackMage,https://www.fflogs.com/reports/zPqxfmC7khW8jKXR#fight=3&type=damage-done,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,11041.6,1144.0,10724.5,129.3,10944.3,143.3,11183.8,193.5,12441.8,71.6,11929.6,285.9,10381.6,320.4
907,908,Bard,https://www.fflogs.com/reports/a:Y7CRkxyJaTKX8zPZ#fight=12&type=damage-done,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,11041.0,1131.1,9517.5,126.7,11591.0,139.0,10117.7,190.9,13241.3,71.5,11863.3,286.1,11191.1,316.9
908,909,Ninja,https://www.fflogs.com/reports/3mHCVGKXrWjbJDpd#fight=21&type=damage-done,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,11039.6,1147.5,10429.0,129.3,10892.3,144.9,10365.2,192.7,12360.9,71.6,12301.8,286.0,10853.5,323.1
909,910,Summoner,https://www.fflogs.com/reports/fHtnWFJRT3k6MzZX#fight=2&type=damage-done,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,11039.0,1146.4,10402.9,129.3,11546.6,144.8,10835.4,192.2,10306.3,71.5,12657.8,286.1,10526.8,322.4
910,911,Summoner,https://www.fflogs.com/reports/x84CKZM72G1XwhWr#fight=8&type=damage-done,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,11038.9,1143.8,10555.7,126.0,11651.2,145.4,10480.4,193.2,10128.0,71.5,12677.9,285.9,10641.4,321.8
911,912,Summoner,https://www.fflogs.com/reports/Xmv8FyDwKPdLWqCM#fight=1&type=damage-done,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,11038.8,1146.4,10710.4,130.9,11077.6,144.6,10429.1,192.4,10296.6,71.6,12568.4,286.0,10875.7,320.9
912,913,Bard,https://www.fflogs.com/reports/HMmQ6ZNfx8DbXqvr#fight=4&type=damage-done,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,11037.4,1137.9,9436.1,128.6,10991.0,142.1,11952.1,190.3,8025.6,71.6,11860.9,286.1,11468.8,319.3
913,914,Summoner,https://www.fflogs.com/reports/tCjFTxV3PMzvYK9d#fight=15&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,11037.2,1143.1,10021.0,130.0,12375.6,144.1,10568.9,190.7,9267.3,71.8,12803.6,286.0,10642.6,320.4
914,915,Dancer,https://www.fflogs.com/reports/XfBrQT1bFWVwqLCY#fight=4&type=damage-done,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,11035.9,1145.8,9659.2,129.7,11448.4,143.1,11194.2,193.5,8366.2,71.7,12978.4,286.0,10937.4,321.8
915,916,Summoner,https://www.fflogs.com/reports/Bh8YFcW7CNGjTpt6#fight=20&type=damage-done,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,11035.8,1145.4,9840.1,129.8,12130.6,144.9,10343.7,191.9,12268.6,71.5,11905.4,286.0,10830.1,321.3
916,917,Summoner,https://www.fflogs.com/reports/HDNVzg2RJcj7tq1A#fight=6&type=damage-done,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,11033.9,1146.4,9890.4,130.6,11411.9,142.8,10720.5,192.8,10595.7,71.6,12102.3,286.0,11134.1,322.6
917,918,Summoner,https://www.fflogs.com/reports/wKqBVgAmrR6phz24#fight=5&type=damage-done,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,11033.7,1141.7,10274.0,128.9,10722.0,143.5,11217.2,192.2,10535.6,71.6,12114.0,286.1,10943.7,319.4
918,919,Samurai,https://www.fflogs.com/reports/x84CKZM72G1XwhWr#fight=8&type=damage-done,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,11033.3,1143.8,10415.5,126.0,10724.0,145.4,10379.4,193.2,12639.9,71.5,11940.7,285.9,11035.2,321.8
919,920,Summoner,https://www.fflogs.com/reports/M9KZCdXxjTNLywPQ#fight=13&type=damage-done,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,11032.8,1139.6,9911.2,127.9,11875.2,142.2,11592.7,188.9,10972.6,71.7,12054.8,285.9,10348.4,323.0
920,921,Summoner,https://www.fflogs.com/reports/Qr8BbyLFGHfnVAWN#fight=4&type=damage-done,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,11032.4,1146.0,10202.6,128.8,11499.6,144.6,9720.3,192.3,12803.3,71.6,12270.7,285.9,10984.0,322.8
921,922,Ninja,https://www.fflogs.com/reports/2qMJhzHZtFfwQN6n#fight=20&type=damage-done,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,11031.3,1143.1,10563.5,127.0,10633.9,144.7,11240.6,191.1,8638.7,71.6,12192.7,286.1,11168.8,322.6
922,923,BlackMage,https://www.fflogs.com/reports/KDYMtkR1HvCgBFV7#fight=14&type=damage-done,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,11031.0,1143.6,10618.9,129.4,11461.4,141.9,10680.2,191.5,12285.4,71.6,12146.1,286.0,10399.5,323.2
923,924,Machinist,https://www.fflogs.com/reports/cqfDakMbdXmJNtV9#fight=1&type=damage-done,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,10998.5,1140.9,9802.2,126.7,11270.2,144.3,11133.0,189.5,11308.1,71.6,12197.6,286.1,10659.7,322.7
924,925,Monk,https://www.fflogs.com/reports/CHcP2aZkhgvyDBTA#fight=6&type=damage-done,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,11030.8,1132.5,10206.5,130.6,12135.9,136.3,11176.4,187.3,8062.3,71.6,12165.4,286.0,10903.6,320.7
925,926,Summoner,https://www.fflogs.com/reports/QZ4A9nd13jGy6vk8#fight=25&type=damage-done,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,11030.7,1142.5,10285.2,129.5,11424.2,142.6,10608.3,191.9,11807.6,71.6,12290.8,286.1,10636.0,320.9
926,927,Ninja,https://www.fflogs.com/reports/tCjFTxV3PMzvYK9d#fight=15&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,11029.9,1143.1,10344.4,130.0,11152.8,144.1,11374.5,190.7,8693.7,71.8,12907.4,286.0,10576.2,320.4
927,928,Ninja,https://www.fflogs.com/reports/wbfDBQYC7FztPJTg#fight=5&type=damage-done,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,11028.8,1144.3,9978.1,129.2,10610.9,143.0,10559.6,192.9,10510.4,71.6,13206.3,286.1,10931.0,321.6
928,929,Dancer,https://www.fflogs.com/reports/FtNW7Cjqp3Acnkrb#fight=11&type=damage-done,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,11027.8,1141.9,9587.1,129.0,11678.8,142.3,11182.8,190.0,9178.7,71.5,12824.5,285.9,10769.7,323.2
929,930,Dancer,https://www.fflogs.com/reports/8zZN1Jfyjg74ntP3#fight=9&type=damage-done,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,11027.6,1138.8,9061.1,129.8,11417.4,143.3,12095.2,191.7,8114.4,71.5,12637.0,286.1,10910.3,316.4
930,931,Summoner,https://www.fflogs.com/reports/G4n6BPTqYtJz1V7h#fight=47&type=damage-done,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,11026.4,1143.3,10268.3,127.6,12134.6,144.6,10112.2,193.3,10332.4,71.6,12526.9,286.0,10791.4,320.3
931,932,Samurai,https://www.fflogs.com/reports/dVk9Fa6PNvW2XfTb#fight=112&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,11026.4,1145.1,10858.2,128.4,10692.7,143.6,11247.3,192.2,9523.3,71.5,12327.7,286.0,10729.9,323.5
932,933,Summoner,https://www.fflogs.com/reports/a:QBV81x2C3N4Xjpcg#fight=23&type=damage-done,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,11026.2,1138.8,9494.5,129.6,11886.0,142.7,10541.6,191.6,10456.4,71.6,12755.2,286.1,10873.1,317.1
933,934,Samurai,https://www.fflogs.com/reports/CJt4fFTpxNXybkRd#fight=29&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,11025.4,1146.4,10680.0,131.1,10729.7,143.0,11201.6,191.9,9643.7,71.5,12379.3,286.0,10773.0,322.9
934,935,Samurai,https://www.fflogs.com/reports/PzGLrXQkpvg2Dcn4#fight=39&type=damage-done,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,11024.6,1142.5,10571.9,128.2,11568.7,144.5,10039.6,191.4,11231.6,71.7,11859.5,286.0,11100.3,320.8
935,936,Summoner,https://www.fflogs.com/reports/fzD6mGb4WyLhcCYa#fight=2&type=damage-done,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,11024.3,1143.6,9584.7,130.4,11977.9,144.3,10951.5,191.2,10352.7,71.6,12022.1,286.0,10956.4,320.2
936,937,Ninja,https://www.fflogs.com/reports/6Nc8FAnLZQwzj721#fight=9&type=damage-done,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,11023.0,1145.8,10488.4,130.0,11231.7,144.4,10755.6,193.0,9465.1,71.6,12026.3,286.0,11135.2,320.7
937,938,Dancer,https://www.fflogs.com/reports/PKY4tBXQwpgdzJGx#fight=4&type=damage-done,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,11021.8,1134.4,9719.9,129.6,10803.5,140.4,11374.9,190.1,9556.1,71.6,12523.6,286.0,11029.4,316.7
938,939,Summoner,https://www.fflogs.com/reports/1nbQGZWv2L4p7jTh#fight=29&type=damage-done,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,11021.3,1144.9,9932.8,129.4,11914.8,144.5,10194.6,192.8,12276.7,71.5,12113.0,285.9,10809.8,320.8
939,940,Summoner,https://www.fflogs.com/reports/f4z2wJDmFdWBLkZN#fight=16&type=damage-done,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,11020.3,1130.0,10003.7,128.9,12494.5,136.4,11435.8,187.0,9660.6,71.6,11443.5,286.0,10724.2,320.1
940,941,Machinist,https://www.fflogs.com/reports/3ZQhacJg6n9zrvXR#fight=2&type=damage-done,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,11019.8,1140.8,10258.7,129.3,10416.9,143.6,11371.2,190.9,10847.4,71.6,11969.1,286.1,10963.1,319.3
941,942,Summoner,https://www.fflogs.com/reports/FzvJmaNgBMT9QhYf#fight=51&type=damage-done,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,11019.1,1141.0,10024.1,129.5,11372.0,144.5,11077.6,189.0,9788.4,71.6,12362.3,286.0,10843.4,320.4
942,943,Summoner,https://www.fflogs.com/reports/6RYkf8ZhBXcQ9qdT#fight=18&type=damage-done,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,11017.5,1136.3,9553.9,129.1,12006.2,141.7,11488.6,188.7,9385.8,71.6,12518.1,286.0,10554.6,319.4
943,944,Summoner,https://www.fflogs.com/reports/txRPVbMhpQ4m9wna#fight=5&type=damage-done,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,11017.4,1147.7,10336.0,129.8,12081.8,144.9,10333.4,193.3,10948.0,71.6,11876.9,285.9,10847.7,322.3
944,945,Samurai,https://www.fflogs.com/reports/Cj9xYhkRadzDmHgw#fight=8&type=damage-done,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,11015.4,1134.7,10641.4,128.2,11272.3,141.9,10588.2,189.4,12349.3,71.6,11349.3,285.9,10880.2,317.6
945,946,Summoner,https://www.fflogs.com/reports/pw2bZgrBMYJWAny9#fight=20&type=damage-done,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,11015.2,1147.7,9535.9,129.5,12095.9,144.5,10841.1,194.3,9311.1,71.5,12178.5,286.0,11092.4,321.9
946,947,Bard,https://www.fflogs.com/reports/pQ9CR8NrnzLthJ7B#fight=51&type=damage-done,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,11014.9,1140.9,9441.2,130.7,11043.3,141.9,11545.4,190.7,8390.9,71.7,12153.1,286.0,11390.1,320.0
947,948,Machinist,https://www.fflogs.com/reports/kVZGw9mHjacbgfJQ#fight=6&type=damage-done,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,10995.4,1142.5,10005.0,126.3,10697.7,145.7,10892.1,190.4,10261.2,71.6,12020.0,286.1,11253.3,322.4
948,949,Machinist,https://www.fflogs.com/reports/2qMJhzHZtFfwQN6n#fight=20&type=damage-done,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,11013.6,1143.1,10619.2,127.0,10709.7,144.7,10901.7,191.1,10399.6,71.6,11893.5,286.1,11051.9,322.6
949,950,Machinist,https://www.fflogs.com/reports/wZLnzfV7xBdWQyjb#fight=12&type=damage-done,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,11013.6,1149.3,10180.5,130.4,11296.8,144.5,10297.2,193.4,11300.1,71.6,12313.7,286.0,10969.3,323.5
950,951,RedMage,https://www.fflogs.com/reports/9GcRAXWd83NK6CHh#fight=59&type=damage-done,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,11013.4,1143.4,10340.2,128.5,11696.0,144.2,10629.4,193.3,11341.3,71.5,11744.2,285.9,10810.3,319.9
951,952,Summoner,https://www.fflogs.com/reports/mBc7qKQbfF286yWZ#fight=3&type=damage-done,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,11013.4,1142.5,10203.1,129.1,11730.5,144.4,10667.7,189.2,10318.4,71.7,12468.5,285.9,10657.5,322.3
952,953,BlackMage,https://www.fflogs.com/reports/PgWMJA8qjbnarF1h#fight=24&type=damage-done,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,11013.2,1134.6,10763.8,126.6,11904.9,141.7,10247.4,190.2,11609.4,71.5,11797.8,286.0,10655.8,318.5
953,954,Machinist,https://www.fflogs.com/reports/tkG84Z2NbwYzvRmx#fight=12&type=damage-done,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,11010.9,1144.7,10056.0,129.9,11362.6,144.6,10403.5,192.3,9875.8,71.6,12233.7,286.0,11262.5,320.3
954,955,Summoner,https://www.fflogs.com/reports/6Nc8FAnLZQwzj721#fight=9&type=damage-done,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,11010.8,1145.8,9877.8,130.0,11888.5,144.4,10862.6,193.0,10176.7,71.6,11612.7,286.0,11118.6,320.7
955,956,Samurai,https://www.fflogs.com/reports/JqZ4nYDQMKNc7fTH#fight=7&type=damage-done,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,11010.5,1143.4,10490.5,129.4,10635.8,143.9,10558.9,193.1,10794.3,71.6,11785.9,286.0,11325.3,319.5
956,957,Summoner,https://www.fflogs.com/reports/TGx48F1B9JDdRcqg#fight=9&type=damage-done,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,11010.4,1145.3,10716.7,128.7,11734.1,144.6,10729.6,193.0,9978.5,71.6,11570.3,286.0,10917.0,321.4
957,958,Dragoon,https://www.fflogs.com/reports/dFvhJRAb4GBjWacT#fight=3&type=damage-done,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,11009.3,1148.1,10327.8,130.4,11404.6,142.6,10846.8,194.7,9714.0,71.6,12090.6,286.1,10956.8,322.7
958,959,Summoner,https://www.fflogs.com/reports/4vgadQRf9bq1mtxX#fight=34&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,11008.9,1143.0,10161.7,128.0,12312.4,143.2,9834.8,192.6,12066.6,71.6,12007.6,286.0,10801.7,321.6
959,960,Machinist,https://www.fflogs.com/reports/L41zh9ypFxZYTgdG#fight=1&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,11008.8,1146.8,9659.1,129.2,11110.7,145.0,11115.9,193.0,10447.0,71.6,12871.1,285.9,10665.7,322.1
960,961,Ninja,https://www.fflogs.com/reports/xFGWrBqThLj6QYHw#fight=19&type=damage-done,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,11007.8,1145.2,10516.5,129.9,11932.2,144.9,10862.0,194.2,9427.4,71.7,11471.6,286.1,11007.8,318.4
961,962,Samurai,https://www.fflogs.com/reports/My8cThmRHWFxCBDP#fight=2&type=damage-done,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,11007.7,1144.0,10886.3,128.6,11118.4,144.0,10073.2,192.9,12535.9,71.6,11494.0,286.1,11002.6,320.9
962,963,BlackMage,https://www.fflogs.com/reports/pvg1DWkn6BNy3fjL#fight=32&type=damage-done,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,11007.7,1142.8,10295.4,128.6,11496.5,144.2,10859.4,192.3,11233.1,71.6,11712.4,285.9,10800.4,320.3
963,964,Dancer,https://www.fflogs.com/reports/FDd6fGqbLXThRCWM#fight=6&type=damage-done,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,11007.5,1143.5,9249.2,128.3,11266.3,143.6,11081.0,193.4,7927.1,71.6,13162.1,286.0,11171.0,320.5
964,965,Machinist,https://www.fflogs.com/reports/pvg1DWkn6BNy3fjL#fight=32&type=damage-done,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,10991.1,1142.8,9797.0,128.6,10867.9,144.2,10852.1,192.3,10662.4,71.6,12068.2,285.9,11191.7,320.3
965,966,Summoner,https://www.fflogs.com/reports/2QRp4KryGcqdVNgP#fight=9&type=damage-done,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,11005.9,1145.0,10336.1,131.1,11184.6,143.8,11023.5,190.5,10408.7,71.6,11954.7,286.1,10858.2,321.8
966,967,BlackMage,https://www.fflogs.com/reports/1jQtZb8C9XBdhVyA#fight=15&type=damage-done,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,11003.1,1139.2,10760.2,128.3,11092.9,143.4,10698.0,189.6,12322.0,71.6,12745.4,286.0,10045.3,320.3
967,968,Summoner,https://www.fflogs.com/reports/QcqAnYLW76x9NRrM#fight=8&type=damage-done,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,11002.2,1141.9,10231.6,130.4,11601.3,144.8,10383.4,190.4,11895.6,71.6,12338.6,285.9,10573.3,318.7
968,969,Summoner,https://www.fflogs.com/reports/a:ymA3r7VYCzMvXZW9#fight=15&type=damage-done,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,11001.6,1139.5,10252.4,128.5,11551.5,142.1,10231.8,192.3,10402.0,71.6,12513.5,286.0,10895.8,319.1
969,970,Dancer,https://www.fflogs.com/reports/F8Lv7dznpW4mVJ6H#fight=47&type=damage-done,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,11001.4,1143.7,9747.5,129.6,12050.7,142.9,10426.2,190.9,8198.3,71.6,13302.1,285.9,10840.9,322.7
970,971,Dancer,https://www.fflogs.com/reports/xDFPZq162YWXAgQj#fight=8&type=damage-done,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,11000.5,1145.5,9004.0,129.7,10984.6,144.5,11790.8,190.4,8334.6,71.6,13345.2,285.9,10796.1,323.3
971,972,Dancer,https://www.fflogs.com/reports/PLfw9FHNJVbBdngZ#fight=29&type=damage-done,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,10990.9,1148.0,10186.9,130.2,12130.1,144.0,10761.8,193.1,8157.7,71.6,12297.3,286.0,10909.7,323.2
972,973,Summoner,https://www.fflogs.com/reports/gFDCkQHzWY6aLjZP#fight=18&type=damage-done,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,10999.0,1143.8,9866.4,129.7,11647.6,143.3,10041.0,190.9,11839.6,71.7,12103.7,286.1,11070.3,322.0
973,974,Summoner,https://www.fflogs.com/reports/pw9PryLvbZMTGm1d#fight=12&type=damage-done,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,10998.7,1144.9,10485.1,131.2,11408.7,145.4,10881.1,193.3,8587.3,71.6,12235.4,286.0,10973.1,317.4
974,975,Summoner,https://www.fflogs.com/reports/xTMj1fNWAw6DvRLC#fight=9&type=damage-done,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,10998.2,1144.3,10029.9,129.4,11646.2,143.4,10988.2,192.4,10893.2,71.6,11683.3,286.1,10846.5,321.5
975,976,Machinist,https://www.fflogs.com/reports/XcA32v78V9WH1YDP#fight=238&type=damage-done,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,10965.3,1141.8,9648.3,129.3,11442.7,144.3,10147.5,190.7,11476.5,71.6,12375.5,286.0,11017.1,320.0
976,977,Summoner,https://www.fflogs.com/reports/VAn3HRkgaYDJyz9Q#fight=2&type=damage-done,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,10996.6,1145.7,10121.1,130.2,11786.0,144.9,10577.0,192.5,9567.7,71.6,12438.0,285.9,10848.6,320.7
977,978,BlackMage,https://www.fflogs.com/reports/3yH4dcC8AYhmPMrg#fight=12&type=damage-done,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,10996.4,1142.6,10549.0,127.5,11434.3,144.0,11049.9,193.4,11091.7,71.4,11757.9,286.0,10556.5,320.3
978,979,Summoner,https://www.fflogs.com/reports/y1v6qQArbfFkTazN#fight=21&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,10996.2,1146.8,10364.9,130.4,11301.7,144.3,10707.0,192.2,10493.6,71.7,12139.3,285.9,10833.9,322.3
979,980,Summoner,https://www.fflogs.com/reports/a9JvYRWrdbfX6F7h#fight=16&type=damage-done,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,10995.7,1140.1,9972.5,128.9,11186.1,143.9,11225.9,190.6,10108.5,71.5,11894.0,285.9,10969.0,319.2
980,981,Bard,https://www.fflogs.com/reports/6tQdjkZ1bAV9DnJh#fight=9&type=damage-done,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,10995.1,1129.5,9664.7,126.8,11558.3,140.1,11404.6,185.8,9088.6,71.6,11790.8,286.0,11121.2,319.2
981,982,Bard,https://www.fflogs.com/reports/KcWYj1twMmT76C4P#fight=26&type=damage-done,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,10994.4,1138.5,9788.4,128.0,10771.6,143.7,10927.8,191.8,8396.2,71.6,11869.6,285.9,11786.6,317.5
982,983,Summoner,https://www.fflogs.com/reports/DNR1vnkWA2KjtxGa#fight=18&type=damage-done,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,10994.4,1143.6,11060.2,129.9,11342.6,141.9,10129.2,193.5,9950.5,71.6,11841.4,286.1,11095.9,320.7
983,984,Summoner,https://www.fflogs.com/reports/NK7DWYxAwjzhX8pJ#fight=16&type=damage-done,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,10994.3,1147.5,10648.1,129.9,11743.7,145.5,10571.6,191.6,9556.4,71.6,12097.7,286.1,10789.1,322.8
984,985,Dragoon,https://www.fflogs.com/reports/bcgBDz2VNApRLKG8#fight=3&type=damage-done,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,10994.2,1146.3,10114.2,130.0,11401.3,144.9,11163.1,192.7,8995.1,71.6,11454.9,286.2,11308.8,320.9
985,986,Bard,https://www.fflogs.com/reports/QTWZHhxRGz3wrnVX#fight=14&type=damage-done,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,10994.1,1131.8,9673.9,127.5,11523.0,140.5,11303.9,188.3,8582.5,71.6,11777.4,286.0,11300.2,317.9
986,987,Dancer,https://www.fflogs.com/reports/QB4YCm8bJgNGdwnx#fight=13&type=damage-done,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,10994.1,1142.6,9735.8,128.3,11303.3,144.5,10883.3,192.0,8867.4,71.6,12478.4,286.0,11169.1,320.2
987,988,Machinist,https://www.fflogs.com/reports/G8nvkDa3QfBTZAmt#fight=15&type=damage-done,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,10960.5,1147.6,9723.7,130.6,11850.2,145.1,10700.4,192.6,11590.4,71.6,11485.1,286.1,10919.9,321.5
988,989,Dancer,https://www.fflogs.com/reports/fXVmqhvBcdn7r9w8#fight=5&type=damage-done,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,10993.7,1144.3,9994.0,129.3,10791.0,142.6,11707.0,191.3,8602.6,71.7,12147.4,286.0,11012.1,323.4
989,990,Machinist,https://www.fflogs.com/reports/CN1nRh4P9VtqAGxd#fight=5&type=damage-done,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,10992.6,1137.4,10094.3,127.7,11350.4,144.3,10853.2,188.4,11520.5,71.6,11846.5,286.1,10777.0,319.4
990,991,Summoner,https://www.fflogs.com/reports/HYgrh3xMpX1PkqQV#fight=21&type=damage-done,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,10992.4,1145.5,10667.0,129.1,10781.2,143.3,10986.0,193.4,10798.3,71.6,12394.6,286.0,10529.3,322.1
